GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),898035.6973199341,,,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
                                           Sectoral approach(2),910142.79988252,149.01350415,20.9701190033979,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
1.  Energy industries,392571.46307973,11.84159723,9.51426655,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,152332.19611169,8.4443763,3.61915151,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
3.  Transport,170521.08743929,47.3361432,5.2959731733979,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
4.  Other sectors,188317.35830014,76.75948902,2.41017503,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
5.  Other,6400.69495167,4.6318984,0.13055274,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
B. Fugitive emissions from fuels,3540.24363551,1263.2355702300001,0.0062892,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
1.  Solid fuels,1417.35507926,848.09667591,,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,2122.88855625,415.13889432,0.0062892,,,,,Summary1.As1,GERMANY,1992,Subsector,1. Energy
