GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),986672.8456669343,,,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
                                           Sectoral approach(2),988065.63743838,265.81470777,23.11006625390087,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
1.  Energy industries,427842.81536305,11.20852582,10.6277896,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,184187.46345161,10.08508839,4.53860419,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
3.  Transport,161352.09999387,65.8361193,4.46024067390087,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
4.  Other sectors,202918.63772833,167.50805934,3.27911234,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
5.  Other,11764.62090152,11.17691492,0.20431945,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
B. Fugitive emissions from fuels,3840.64836361,1381.46862629,0.00763806,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
1.  Solid fuels,1832.80316349,1022.1374249300001,,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,2007.84520012,359.33120135999997,0.00763806,,,,,Summary1.As1,GERMANY,1990,Subsector,1. Energy
