GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),869047.8605372674,,,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
                                           Sectoral approach(2),881587.83210323,110.9410302,20.24227120251552,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
1.  Energy industries,379109.49598247,12.65949696,8.93595449,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,139740.61377666,8.18986973,3.20498255,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
3.  Transport,171124.46415332,35.44811719,5.73949227251552,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
4.  Other sectors,186852.3213628,53.21306403,2.24782095,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
5.  Other,4760.93682798,1.43048229,0.11402094,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
B. Fugitive emissions from fuels,3220.3071910500003,1196.88607357,0.00632363,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
1.  Solid fuels,980.3702926,761.96612442,,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,2239.93689845,434.91994915000004,0.00632363,,,,,Summary1.As1,GERMANY,1994,Subsector,1. Energy
