GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),632883.8443697005,,,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
                                           Sectoral approach(2),629640.23776282,164.08876799,16.1909971,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
1.  Energy industries,235974.23571432,97.62821683,6.61427757,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,124987.07422382,12.02900609,2.82218831,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
3.  Transport,146012.54512094,8.70147886,5.19720614,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
4.  Other sectors,121686.11348499,45.65854239,1.54223209,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
5.  Other,980.26921875,0.07152382,0.01509299,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
B. Fugitive emissions from fuels,1831.020359646888,71.19481821,0.00311096,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
1.  Solid fuels,634.18122788,5.69525132,,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,1196.839131766888,65.49956689,0.00311096,,,,,Summary1.As1,GERMANY,2021,Subsector,1. Energy
