GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
Total national emissions and removals,8638.901656120714,24.18039053069585,0.94244510823232,15.79596988567786,6.831677728e-05,Summary1.As1,LUXEMBOURG,1996,Total
