GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),205067.57401218018,,,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
                                           Sectoral approach(2),192076.53363365337,29.93821450285727,3.67696034124326,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
1.  Energy industries,94452.97,1.400689,1.208071,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,31233.8376,2.6799111,0.44877553,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
3.  Transport,21212.107138753363,6.19903672360727,1.43494468831826,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
4.  Other sectors,18430.1618949,16.46077767925,0.297769122925,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
5.  Other,26747.457,3.1978,0.2874,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
B. Fugitive emissions from fuels,12391.150497927558,1427.554505991995,0.09775543434821,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
1.  Solid fuels,1717.952772274813,364.1238642036,0.0234721554,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,10673.197725652746,1063.430641788395,0.07428327894821,,,,Summary1.As1,KAZAKHSTAN,2007,Subsector,1. Energy
