GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),247506.1225749745,,,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
                                           Sectoral approach(2),257832.42988114804,70.89502025466489,4.50822755200654,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
1.  Energy industries,117984.61897,1.6682459,1.501907,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,36669.5555,3.37567238,0.53938425,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
3.  Transport,23879.62383348803,8.44309763782589,1.76893677108954,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
4.  Other sectors,29029.83957766,52.496604336839,0.397699530917,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
5.  Other,50268.792,4.9114,0.3003,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
B. Fugitive emissions from fuels,12322.67572828767,1055.9843617666306,0.08836666702037,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
1.  Solid fuels,1860.1342794718812,347.871634722,0.025414533,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,10462.541448815788,708.1127270446306,0.06295213402037,,,,Summary1.As1,KAZAKHSTAN,2017,Subsector,1. Energy
