GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),231316.44080737888,,,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
                                           Sectoral approach(2),242633.0755470817,58.51142445399571,4.27293726981429,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
1.  Energy industries,110815.033,1.55954205,1.39845,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,36001.807,3.338574,0.5357286,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
3.  Transport,22540.532147281716,6.92906971247171,1.63729114605029,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
4.  Other sectors,26040.6753998,41.936338691524,0.337967523764,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
5.  Other,47235.028,4.7479,0.3635,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
B. Fugitive emissions from fuels,12330.472116349887,982.0079296865844,0.09481429678667,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
1.  Solid fuels,1887.3480308575406,344.462257735,0.0257972025,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,10443.124085492345,637.5456719515844,0.06901709428667,,,,Summary1.As1,KAZAKHSTAN,2016,Subsector,1. Energy
