GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,HFCs(1) (kt CO2 equivalent),PFCs(1)
International bunkers,4138.52502682062,0.03989966974279,0.12464282027396,,Summary1.As3,DENMARK,2012,Sector,,
CO2 emissions from biomass,13349.8415966778,,,,Summary1.As3,DENMARK,2012,Sector,,
Indirect N2O,,,0.97770240098472,,Summary1.As3,DENMARK,2012,Sector,,
Indirect CO2,387.38640677776687,,,,Summary1.As3,DENMARK,2012,Sector,,
International bunkers,4425.193327311594,0.04516040674178,0.13212766715749,,Summary1.As3,DENMARK,2013,Sector,,
CO2 emissions from biomass,13429.405673660807,,,,Summary1.As3,DENMARK,2013,Sector,,
Indirect N2O,,,1.00051289267221,,Summary1.As3,DENMARK,2013,Sector,,
Indirect CO2,364.4883012497982,,,,Summary1.As3,DENMARK,2013,Sector,,
International bunkers,5005.300960581341,0.05201878843749,0.14801912847962,,Summary1.As3,DENMARK,2014,Sector,,
CO2 emissions from biomass,13451.896729225737,,,,Summary1.As3,DENMARK,2014,Sector,,
Indirect N2O,,,1.00326263766932,,Summary1.As3,DENMARK,2014,Sector,,
Indirect CO2,332.66375708796704,,,,Summary1.As3,DENMARK,2014,Sector,,
International bunkers,4958.099907005041,0.0502674576735,0.14708689896686,,Summary1.As3,DENMARK,2015,Sector,,
CO2 emissions from biomass,14185.846880096396,,,,Summary1.As3,DENMARK,2015,Sector,,
Indirect N2O,,,0.98361819725619,,Summary1.As3,DENMARK,2015,Sector,,
Indirect CO2,318.1194704855669,,,,Summary1.As3,DENMARK,2015,Sector,,
International bunkers,4893.73900609599,0.04892452773555,0.14617241225123,,Summary1.As3,DENMARK,2016,Sector,,
CO2 emissions from biomass,15274.181905680349,,,,Summary1.As3,DENMARK,2016,Sector,,
Indirect N2O,,,0.9533330913408,,Summary1.As3,DENMARK,2016,Sector,,
Indirect CO2,306.12001011835866,,,,Summary1.As3,DENMARK,2016,Sector,,
International bunkers,4519.30788963495,0.04152522928507,0.13701450757098,,Summary1.As3,DENMARK,2017,Sector,,
CO2 emissions from biomass,16810.870224036513,,,,Summary1.As3,DENMARK,2017,Sector,,
Indirect N2O,,,0.88778849236033,,Summary1.As3,DENMARK,2017,Sector,,
Indirect CO2,300.24664154878684,,,,Summary1.As3,DENMARK,2017,Sector,,
International bunkers,4890.108728177887,0.04707857901162,0.14697977402869,,Summary1.As3,DENMARK,2018,Sector,,
CO2 emissions from biomass,16620.64197460628,,,,Summary1.As3,DENMARK,2018,Sector,,
Indirect N2O,,,0.88709143020024,,Summary1.As3,DENMARK,2018,Sector,,
Indirect CO2,286.13109866696186,,,,Summary1.As3,DENMARK,2018,Sector,,
International bunkers,5429.91551814818,0.05507597513724,0.1609088885791,,Summary1.As3,DENMARK,2019,Sector,,
CO2 emissions from biomass,16759.670811034724,,,,Summary1.As3,DENMARK,2019,Sector,,
Indirect N2O,,,0.92783670817742,,Summary1.As3,DENMARK,2019,Sector,,
Indirect CO2,272.4709260106597,,,,Summary1.As3,DENMARK,2019,Sector,,
International bunkers,2729.904538688176,0.03702161781126,0.07589568263672,,Summary1.As3,DENMARK,2020,Sector,,
CO2 emissions from biomass,17091.476565377623,,,,Summary1.As3,DENMARK,2020,Sector,,
Indirect N2O,,,0.77551961605098,,Summary1.As3,DENMARK,2020,Sector,,
Indirect CO2,241.5436358645523,,,,Summary1.As3,DENMARK,2020,Sector,,
International bunkers,2709.543960332628,0.02895603758042,0.07850342004211,,Summary1.As3,DENMARK,2021,Sector,,
CO2 emissions from biomass,20138.985867289128,,,,Summary1.As3,DENMARK,2021,Sector,,
Indirect N2O,,,0.73490582980745,,Summary1.As3,DENMARK,2021,Sector,,
Indirect CO2,245.4222605381389,,,,Summary1.As3,DENMARK,2021,Sector,,
