GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
D.  Non-energy products from fuels and solvent use ,192.87788173582211,0.0147348315048,0.000594355632,,Summary1.As1,DENMARK,2003,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2003,Subsector,2.  Industrial processes and product use,782.2038342880668,24.78734605714
G.  Other product manufacture and use ,0.2617857625,0.15938886575,0.0714618268875,0.00132545525059,Summary1.As1,DENMARK,2003,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2003,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),52869.47549178104,,,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
                                           Sectoral approach(2),53744.88159780223,26.92166236027849,1.24990770743399,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
1.  Energy industries,26224.654831292093,14.08093991197111,0.38928377675002,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,5907.855507089113,0.99707812044992,0.2243627049722,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
3.  Transport,13374.193121305312,1.65809594675022,0.38481078782793,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
4.  Other sectors,7887.773521358057,10.10332444523992,0.24180541471988,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
5.  Other,350.404616757658,0.08222393586732,0.00964502316396,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
B. Fugitive emissions from fuels,752.234700262719,11.89192519860668,0.00067470511153,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,752.234700262719,11.89192519860668,0.00067470511153,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
A.  Mineral industry,1660.784855567,,,,Summary1.As1,DENMARK,2004,Subsector,1. Energy,,
C.  Metal industry,0.154,,,,Summary1.As1,DENMARK,2004,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,193.34415299306116,0.01948133363,0.000618863232,,Summary1.As1,DENMARK,2004,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2004,Subsector,2.  Industrial processes and product use,838.3949246615488,20.69705351857
G.  Other product manufacture and use ,0.373765635,0.1383035871,0.074323929688,0.00138815502055,Summary1.As1,DENMARK,2004,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2004,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),49141.15201261399,,,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
                                           Sectoral approach(2),50377.69288020412,25.02878795045304,1.21488982870775,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
1.  Energy industries,23029.710974141377,12.43718990981165,0.3578159298755,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,5615.285447677443,0.85541102276267,0.21082927565869,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
3.  Transport,13598.649096676336,1.49949773573826,0.37540300015038,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
4.  Other sectors,7752.838067410473,10.16218742010393,0.25996576706744,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
5.  Other,381.209294298487,0.07450186203653,0.01087585595574,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
B. Fugitive emissions from fuels,547.9969572902066,11.35793162904325,0.00056668225479,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,547.9969572902066,11.35793162904325,0.00056668225479,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
A.  Mineral industry,1566.9004311725,,,,Summary1.As1,DENMARK,2005,Subsector,1. Energy,,
C.  Metal industry,16.3642,,,,Summary1.As1,DENMARK,2005,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,217.55391653918448,0.021282542996,0.000834257472,,Summary1.As1,DENMARK,2005,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2005,Subsector,2.  Industrial processes and product use,889.173992245578,18.91581429948
G.  Other product manufacture and use ,0.15932608,0.1244889094,0.063121604177,0.00091415449831,Summary1.As1,DENMARK,2005,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2005,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),57078.8507964162,,,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
                                           Sectoral approach(2),58360.5472412777,23.50075989194806,1.30391642688545,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
1.  Energy industries,30950.292587361568,11.52286867498203,0.42180164294543,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,5741.816200471725,0.69677888710375,0.22966991442853,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
3.  Transport,13932.693617965362,1.36537518413215,0.3718487965086,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
4.  Other sectors,7497.514126101349,9.85722259527657,0.27361837003347,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
5.  Other,238.230709377702,0.05851455045356,0.00697770296942,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
B. Fugitive emissions from fuels,543.6912940241461,10.86218755189455,0.00056525135314,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,543.6912940241461,10.86218755189455,0.00056525135314,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
A.  Mineral industry,1621.13730203641,,,,Summary1.As1,DENMARK,2006,Subsector,1. Energy,,
C.  Metal industry,0.15,,,,Summary1.As1,DENMARK,2006,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,196.223659096109,0.019687604354,0.000707662176,,Summary1.As1,DENMARK,2006,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2006,Subsector,2.  Industrial processes and product use,0.992,3.57876
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2006,Subsector,2.  Industrial processes and product use,911.0040784378511,17.36465786971
G.  Other product manufacture and use ,0.1820708225,0.15369680325,0.065268695725,0.00151336918524,Summary1.As1,DENMARK,2006,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2006,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),52231.57532667463,,,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
                                           Sectoral approach(2),53584.12488879379,21.8018485054196,1.28980034191132,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
1.  Energy industries,26317.39731286478,9.60029618204105,0.36226201803509,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,5487.311369095193,0.48684906316694,0.23899710276999,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
3.  Transport,14493.736306509558,1.23517053245218,0.3875818746842,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
4.  Other sectors,7001.841380502628,10.42840344374461,0.29235016207559,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
5.  Other,283.838519821629,0.05112928401482,0.00860918434645,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
B. Fugitive emissions from fuels,543.5303390658225,10.32385629950912,0.00057502731919,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,543.5303390658225,10.32385629950912,0.00057502731919,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
A.  Mineral industry,1621.31725306204,,,,Summary1.As1,DENMARK,2007,Subsector,1. Energy,,
C.  Metal industry,0.184,,,,Summary1.As1,DENMARK,2007,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,200.9615356421621,0.0243328598854,0.000776970648,,Summary1.As1,DENMARK,2007,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2007,Subsector,2.  Industrial processes and product use,2.976,5.2212
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2007,Subsector,2.  Industrial processes and product use,942.7592065245716,15.64020708265
G.  Other product manufacture and use ,0.1934715225,0.10752697785,0.074529859543,0.00128076150526,Summary1.As1,DENMARK,2007,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2007,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),49598.59501742358,,,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
                                           Sectoral approach(2),50504.99131280623,21.49172645732959,1.27079072701913,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
1.  Energy industries,24215.39383682774,10.11467448448372,0.35143523140857,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4958.7670585629685,0.53730580320976,0.23002310004081,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
3.  Transport,14334.34319506444,1.0490419148956,0.39623094263205,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
4.  Other sectors,6778.217864855129,9.7500975095168,0.28640597895653,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
5.  Other,218.269357495952,0.04060674522371,0.00669547398117,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
B. Fugitive emissions from fuels,387.3761992288236,9.30037323884163,0.0004996861514,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,387.3761992288236,9.30037323884163,0.0004996861514,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
A.  Mineral industry,1336.1732401473,,,,Summary1.As1,DENMARK,2008,Subsector,1. Energy,,
C.  Metal industry,0.1664,,,,Summary1.As1,DENMARK,2008,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,185.92152410825952,0.0214815724926,0.000650909256,,Summary1.As1,DENMARK,2008,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2008,Subsector,2.  Industrial processes and product use,1.488,4.05504
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2008,Subsector,2.  Industrial processes and product use,945.6425745548368,14.15268187394
G.  Other product manufacture and use ,0.1889397875,0.09637692085,0.0595622272405,0.00133801349012,Summary1.As1,DENMARK,2008,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2008,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),47068.92322296523,,,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
                                           Sectoral approach(2),48676.20419125132,19.4444916532076,1.22561127560348,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
1.  Energy industries,24141.4486033803,8.83542522375028,0.35833994504398,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4117.062420303148,0.491895899565,0.18945444693631,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
3.  Transport,13553.911779559532,0.89395661854651,0.38626286699195,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
4.  Other sectors,6587.852526318035,9.18774457350074,0.28311525923544,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
5.  Other,275.9288616903042,0.03546933784507,0.0084387573958,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
B. Fugitive emissions from fuels,261.6344974198612,7.77164664657118,0.00031233757996,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,261.6344974198612,7.77164664657118,0.00031233757996,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
A.  Mineral industry,887.60115502654,,,,Summary1.As1,DENMARK,2009,Subsector,1. Energy,,
C.  Metal industry,0.206,,,,Summary1.As1,DENMARK,2009,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,174.86101696425084,0.0141524769188,0.000624194352,,Summary1.As1,DENMARK,2009,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2009,Subsector,2.  Industrial processes and product use,2.976,6.6798
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2009,Subsector,2.  Industrial processes and product use,969.00470089693,12.34674818708
G.  Other product manufacture and use ,0.232505945,0.1038183525,0.074739427195,0.00155687740142,Summary1.As1,DENMARK,2009,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2009,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),48225.03175412164,,,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
                                           Sectoral approach(2),49172.69370697718,21.80237075518996,1.28684443151273,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
1.  Energy industries,24100.34827212665,11.00169681637588,0.37927125325649,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4548.070421321806,0.57230628820769,0.20567878616753,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
3.  Transport,13429.312507060566,0.79770043985822,0.39640458535802,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
4.  Other sectors,6864.392373407945,9.4023297985878,0.29841179543087,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
5.  Other,230.5701330602134,0.02833741216037,0.00707801129982,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
B. Fugitive emissions from fuels,353.12709573049625,7.57314965137432,0.00040366350188,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,353.12709573049625,7.57314965137432,0.00040366350188,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
A.  Mineral industry,806.86809226782,,,,Summary1.As1,DENMARK,2010,Subsector,1. Energy,,
C.  Metal industry,0.177,,,,Summary1.As1,DENMARK,2010,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,201.23583407913904,0.0175075594386,0.000849558024,,Summary1.As1,DENMARK,2010,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2010,Subsector,2.  Industrial processes and product use,4.464,6.6798
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2010,Subsector,2.  Industrial processes and product use,823.9385579988945,2.952279260387
G.  Other product manufacture and use ,0.2345226925,0.08105929925,0.06255586213,0.0016287656245,Summary1.As1,DENMARK,2010,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2010,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),42859.00818914372,,,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
                                           Sectoral approach(2),44059.70196155253,18.63455080589936,1.23786498548146,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
1.  Energy industries,20142.98044874764,9.21848485886454,0.33285438471957,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4443.267141049504,0.5169731081637,0.20539996140378,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
3.  Transport,13130.109812959518,0.70684150229563,0.41751420847182,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
4.  Other sectors,6033.15715597383,8.16669667641093,0.27201973926193,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
5.  Other,310.1874028220356,0.02555466016456,0.01007669162436,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
B. Fugitive emissions from fuels,252.1234737848148,6.288888483813,0.00031336994359,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,252.1234737848148,6.288888483813,0.00031336994359,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
A.  Mineral industry,996.72052743555,,,,Summary1.As1,DENMARK,2011,Subsector,1. Energy,,
C.  Metal industry,0.2376,,,,Summary1.As1,DENMARK,2011,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,193.6999557665889,0.0209741687474,0.000758957352,,Summary1.As1,DENMARK,2011,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2011,Subsector,2.  Industrial processes and product use,4.464,5.142
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2011,Subsector,2.  Industrial processes and product use,747.6121591784075,2.126009907619
G.  Other product manufacture and use ,0.20464689,0.071585862,0.06853596403,0.00340412438771,Summary1.As1,DENMARK,2011,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2011,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),38092.50630302663,,,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
                                           Sectoral approach(2),39640.09364445452,14.9046110915289,1.18660803928068,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
1.  Energy industries,16913.529202423466,6.37997420545466,0.31046820559932,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4138.759388517518,0.36459895066432,0.18467446677716,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
3.  Transport,12549.788406226511,0.61855396709466,0.41887414480473,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
4.  Other sectors,5813.379445324323,7.52329347833539,0.26486621179638,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
5.  Other,224.6372019627004,0.01819048997987,0.00772501030309,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
B. Fugitive emissions from fuels,217.51489276484435,5.54169020230017,0.00034143108015,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,217.51489276484435,5.54169020230017,0.00034143108015,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
A.  Mineral industry,997.8322950231,,,,Summary1.As1,DENMARK,2012,Subsector,1. Energy,,
C.  Metal industry,0.1324,,,,Summary1.As1,DENMARK,2012,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,185.34348937480627,0.0176694954502,0.000682952472,,Summary1.As1,DENMARK,2012,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2012,Subsector,2.  Industrial processes and product use,1.488,3.1014
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2012,Subsector,2.  Industrial processes and product use,753.9754113255768,0.08332373288687
G.  Other product manufacture and use ,0.15068646,0.11441581,0.05299612557,0.00568693311329,Summary1.As1,DENMARK,2012,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2012,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),40160.242402666525,,,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
                                           Sectoral approach(2),41408.80769959091,13.68624818725937,1.19919889824743,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
1.  Energy industries,19126.1508943772,5.67374561219841,0.32931244552434,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,3963.60660982772,0.38072901686871,0.16839794614874,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
3.  Transport,12338.47320810018,0.55615262060049,0.42353288835404,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
4.  Other sectors,5742.128409374635,7.0605640346735,0.2693637730021,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
5.  Other,238.4485779111659,0.01505690291826,0.00859184521821,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
B. Fugitive emissions from fuels,243.7961394633821,5.26616399236029,0.00031294438874,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,243.7961394633821,5.26616399236029,0.00031294438874,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
A.  Mineral industry,993.78551465681,,,,Summary1.As1,DENMARK,2013,Subsector,1. Energy,,
C.  Metal industry,0.1566,,,,Summary1.As1,DENMARK,2013,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,196.72122316405475,0.0182911368838,0.000712503432,,Summary1.As1,DENMARK,2013,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2013,Subsector,2.  Industrial processes and product use,,3.315
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2013,Subsector,2.  Industrial processes and product use,697.7109578429569,
G.  Other product manufacture and use ,0.1920996325,0.11418229325,0.061542383675,0.00658349145137,Summary1.As1,DENMARK,2013,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2013,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),35775.64840204907,,,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
                                           Sectoral approach(2),37190.77331959668,11.36709468358186,1.16174559850955,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
1.  Energy industries,15644.842975388648,4.13117549188028,0.29717792258768,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,3952.032834018256,0.38066841748524,0.15706382398383,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
3.  Transport,12443.03378035689,0.50926670960476,0.44197696171129,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
4.  Other sectors,4923.925680785034,6.33371464570478,0.25709507119453,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
5.  Other,226.9380490478488,0.0122694189068,0.00843181903222,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
B. Fugitive emissions from fuels,250.618804212485,5.09553841543224,0.00037340488884,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,250.618804212485,5.09553841543224,0.00037340488884,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
A.  Mineral industry,1023.54093107945,,,,Summary1.As1,DENMARK,2014,Subsector,1. Energy,,
C.  Metal industry,0.175,,,,Summary1.As1,DENMARK,2014,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,183.7850335775389,0.0185495146496,0.000685860816,,Summary1.As1,DENMARK,2014,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2014,Subsector,2.  Industrial processes and product use,1.736,2.4384
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2014,Subsector,2.  Industrial processes and product use,641.9022988551553,0.001602
G.  Other product manufacture and use ,0.1617087225,0.09356313525,0.060655449965,0.00678048626883,Summary1.As1,DENMARK,2014,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2014,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),33357.653196925734,,,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
                                           Sectoral approach(2),34752.432800446164,11.0976690696178,1.19103515264271,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
1.  Energy industries,12944.188689070805,3.50721825823279,0.27990546861849,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,3909.961080693426,0.49908472903792,0.16909737586783,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
3.  Transport,12620.480916286422,0.49144057389768,0.45267293446416,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
4.  Other sectors,5077.133422200238,6.58937126007657,0.28207331015471,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
5.  Other,200.6686921952753,0.01055424837284,0.00728606353752,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
B. Fugitive emissions from fuels,247.4410413617293,4.74363139328767,0.00029716856608,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,247.4410413617293,4.74363139328767,0.00029716856608,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
A.  Mineral industry,1048.61834005855,,,,Summary1.As1,DENMARK,2015,Subsector,1. Energy,,
C.  Metal industry,0.199,,,,Summary1.As1,DENMARK,2015,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,174.81140182557,0.018081440883,0.00058185828,,Summary1.As1,DENMARK,2015,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2015,Subsector,2.  Industrial processes and product use,501.40021907103534,0.01588548
G.  Other product manufacture and use ,0.2504914575,0.12434810575,0.065889625025,0.00533544533821,Summary1.As1,DENMARK,2015,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2015,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),34359.0492258921,,,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
                                           Sectoral approach(2),36317.2242342324,11.5883612671963,1.25936332302543,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
1.  Energy industries,14108.085562328632,4.07143523198262,0.29917796464776,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4001.04308219092,0.53959276729711,0.19173562128489,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
3.  Transport,12914.90186439995,0.45394377824765,0.46695485437559,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
4.  Other sectors,5086.603399827328,6.51332278287307,0.29369583253445,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
5.  Other,206.5903254855665,0.01006670679585,0.00779905018274,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
B. Fugitive emissions from fuels,273.3162158179762,4.53573357621551,0.00033683943802,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,273.3162158179762,4.53573357621551,0.00033683943802,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
A.  Mineral industry,1230.82588623854,,,,Summary1.As1,DENMARK,2016,Subsector,1. Energy,,
C.  Metal industry,0.145,,,,Summary1.As1,DENMARK,2016,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,164.85204522160217,0.0185862509272,0.000542682816,,Summary1.As1,DENMARK,2016,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2016,Subsector,2.  Industrial processes and product use,565.8497881919182,0.007114238625
G.  Other product manufacture and use ,0.1944186975,0.06849616575,0.06309765183,0.00457942960818,Summary1.As1,DENMARK,2016,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2016,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),32929.04635622436,,,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
                                           Sectoral approach(2),34161.74547500074,11.42495409626283,1.25674541993589,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
1.  Energy industries,11630.759891993295,4.23339501254405,0.29128445087885,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4094.9644820196554,0.68532553500205,0.19431731606197,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
3.  Transport,13108.865825654451,0.43655198920566,0.47223669575158,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
