GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),24403.227620508467,,,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
                                           Sectoral approach(2),17475.036546772633,1.30483920000333,0.22207428898298,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
1.  Energy industries,13554.564970866044,0.41995626100195,0.0887674324873,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,734.2524149015475,0.10014206867666,0.01521973922673,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
3.  Transport,2438.4767841496937,0.14693069461933,0.08893972193285,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
4.  Other sectors,747.7423768553482,0.63781017570539,0.0291473953361,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
B. Fugitive emissions from fuels,0.03288176242855,0.86600203704159,,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.03288176242855,0.86600203704159,,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
A.  Mineral industry,363.03746799103146,,,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
C.  Metal industry,3.35081043428861,,,,,Summary1.As1,ESTONIA,2018,Subsector,1. Energy
