GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),23573.61050772547,,,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
                                           Sectoral approach(2),18330.753336551104,1.28835566053139,0.192734563167,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
1.  Energy industries,14464.134664797619,0.29015099235579,0.06481536190492,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,869.9905812027057,0.10784979134047,0.01671297623395,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
3.  Transport,2227.1485611269372,0.16018806836911,0.08431784731984,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
4.  Other sectors,769.479529423843,0.73016680846602,0.02688837770829,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
B. Fugitive emissions from fuels,0.03463596759506,0.9122022749664,,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.03463596759506,0.9122022749664,,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
A.  Mineral industry,464.2842252385594,,,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
C.  Metal industry,3.04184172185992,,,,,Summary1.As1,ESTONIA,2014,Subsector,1. Energy
