GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
1.  Energy industries,20773.3703454244,1.48318464902637,0.56345066528025,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13757.107534030629,1.93394254445995,0.31233767712092,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
3.  Transport,25728.74174422228,0.77577284836235,0.91804671768299,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
4.  Other sectors,23310.07562253766,16.61474406467241,0.37663531396981,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
5.  Other,95.47961222372882,0.00494452071731,0.00332309771067,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
B. Fugitive emissions from fuels,116.10413618639792,21.54368243471624,,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
1.  Solid fuels,,1.61135,,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,116.10413618639792,19.93233243471624,,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
B.  Chemical industry,6485.481440106262,0.6668219761,2.5309561127,109.01248702813376,,Summary1.As1,BELGIUM,2019,Subsector,2.  Industrial processes and product use,1094.339095605683
C.  Metal industry,4029.48719,0.6679493,,,,Summary1.As1,BELGIUM,2019,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,128.65084672365506,,,,,Summary1.As1,BELGIUM,2019,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,30.05064,0.001066,Summary1.As1,BELGIUM,2019,Subsector,2.  Industrial processes and product use,2.1579552
F.  Product uses as substitutes for ODS,,,,0.02240113828896,,Summary1.As1,BELGIUM,2019,Subsector,2.  Industrial processes and product use,2605.452149671476
G.  Other product manufacture and use ,,,0.22553584435838,,0.00358314486718,Summary1.As1,BELGIUM,2019,Subsector,2.  Industrial processes and product use,
H.  Other(3),22.8754,,,,,Summary1.As1,BELGIUM,2019,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),73033.80491834701,,,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
                                           Sectoral approach(2),76286.01639228775,20.52672151122606,1.96301796991572,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
1.  Energy industries,18817.75261860833,1.47948043063071,0.47110002680032,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13182.332942199388,1.963726521362,0.30269422734411,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
3.  Transport,21437.253023690824,0.64015480180986,0.81812175562978,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
4.  Other sectors,22744.28709550357,16.43706740697079,0.36757087977639,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
5.  Other,104.39071228564156,0.0062923504527,0.00353108036512,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
B. Fugitive emissions from fuels,101.44899912393038,20.488192364669,,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
1.  Solid fuels,,1.59527,,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,101.44899912393038,18.892922364669,,,,Summary1.As1,BELGIUM,2020,Subsector,1. Energy,
B.  Chemical industry,6947.83558791852,0.6589582316,2.3588169252,156.27628589571222,0.00011760198918,Summary1.As1,BELGIUM,2020,Subsector,2.  Industrial processes and product use,674.0438909094562
C.  Metal industry,3058.6833234134456,0.3678857,,,,Summary1.As1,BELGIUM,2020,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,108.2791807982892,,,,,Summary1.As1,BELGIUM,2020,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,28.50081,0.00082,Summary1.As1,BELGIUM,2020,Subsector,2.  Industrial processes and product use,2.843434
F.  Product uses as substitutes for ODS,,,,0.02624675471978,,Summary1.As1,BELGIUM,2020,Subsector,2.  Industrial processes and product use,2435.069468892528
G.  Other product manufacture and use ,,,0.18063072776019,,0.0036288042081,Summary1.As1,BELGIUM,2020,Subsector,2.  Industrial processes and product use,
H.  Other(3),19.36417,,,,,Summary1.As1,BELGIUM,2020,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),75656.83392129873,,,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
                                           Sectoral approach(2),80264.08138323153,22.87291391753001,2.043213727438,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
1.  Energy industries,18049.011077997937,1.36816503335439,0.39199163190511,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13841.212521041858,2.02569121103542,0.36618394512766,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
3.  Transport,23606.532070610927,0.74934611471653,0.88006367890727,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
4.  Other sectors,24662.93500310487,18.72387372570638,0.40140026488471,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
5.  Other,104.39071047593336,0.00583783271729,0.00357420661325,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
B. Fugitive emissions from fuels,98.5451516582236,19.98754397886133,,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
1.  Solid fuels,,1.57919,,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,98.5451516582236,18.40835397886133,,,,Summary1.As1,BELGIUM,2021,Subsector,1. Energy,
B.  Chemical industry,6908.207846794469,0.6359197603,2.20878366556,157.4700220625869,5.579326314e-05,Summary1.As1,BELGIUM,2021,Subsector,2.  Industrial processes and product use,111.60202773034754
C.  Metal industry,3566.32751,0.1557876,,,,Summary1.As1,BELGIUM,2021,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,117.51236477234148,,,,,Summary1.As1,BELGIUM,2021,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,24.39795,0.000638,Summary1.As1,BELGIUM,2021,Subsector,2.  Industrial processes and product use,2.090013
F.  Product uses as substitutes for ODS,,,,0.13234297875882,,Summary1.As1,BELGIUM,2021,Subsector,2.  Industrial processes and product use,2283.611631775117
G.  Other product manufacture and use ,,,0.16650800780979,,0.00338252219766,Summary1.As1,BELGIUM,2021,Subsector,2.  Industrial processes and product use,
H.  Other(3),19.70732,,,,,Summary1.As1,BELGIUM,2021,Subsector,2.  Industrial processes and product use,
A.  Enteric fermentation,,190.2380694279288,,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
B.  Manure management,,49.14762098012874,3.05698576887601,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.88509818400653,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
G. Liming,161.71648947553433,,,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
H. Urea application,17.02458112808576,,,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
A. Forest land (4),-1914.463808303544,0.00506907339736,0.00029135554885,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
B. Cropland (4),254.0416779764458,,0.00709834550274,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
C. Grassland (4),81.42604214851333,,0.00694471435726,,,Summary1.As2,BELGIUM,1990,Subsector,3.  Agriculture,
E. Settlements (4),143.1325396291716,,0.00403375493408,,,Summary1.As2,BELGIUM,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-1517.147590244438,,,,,Summary1.As2,BELGIUM,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,118.68811784232,,,,Summary1.As2,BELGIUM,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.10350075,0.013248096,,,Summary1.As2,BELGIUM,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),299.49881919645765,0.000117485382,0.00883650892809,,,Summary1.As2,BELGIUM,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,37.21249935960001,0.46328717618414,,,Summary1.As2,BELGIUM,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,189.5794717559585,,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
B.  Manure management,,47.69695005408526,3.03330536517551,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.71447230244136,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
G. Liming,160.74886914999627,,,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
H. Urea application,17.61895427870916,,,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
A. Forest land (4),-1922.9716754706824,0.00506907339736,0.00030229427145,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
B. Cropland (4),270.6073364497695,,0.01420000647751,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
C. Grassland (4),68.38349984690043,,0.00703871835365,,,Summary1.As2,BELGIUM,1991,Subsector,3.  Agriculture,
E. Settlements (4),159.92110550413994,,0.00807375272053,,,Summary1.As2,BELGIUM,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-1066.6566849857295,,,,,Summary1.As2,BELGIUM,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,123.9366960864176,,,,Summary1.As2,BELGIUM,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.10350075,0.013248096,,,Summary1.As2,BELGIUM,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),301.1938171381621,0.00011833528534,0.00890025167809,,,Summary1.As2,BELGIUM,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,37.24643709451585,0.4687645463313,,,Summary1.As2,BELGIUM,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,187.80795486573788,,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
B.  Manure management,,48.43455469971903,3.01018062235996,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.83229848811383,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
G. Liming,159.8146933161249,,,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
H. Urea application,17.05941955817076,,,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
A. Forest land (4),-1931.478646469974,0.00426869338725,0.00026895665307,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
B. Cropland (4),287.2853821209625,,0.02130498292433,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
C. Grassland (4),55.31246328650582,,0.00713289875374,,,Summary1.As2,BELGIUM,1992,Subsector,3.  Agriculture,
E. Settlements (4),176.73303010029915,,0.01211999335935,,,Summary1.As2,BELGIUM,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-901.4926835344722,,,,,Summary1.As2,BELGIUM,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,127.7085309756059,,,,Summary1.As2,BELGIUM,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.12845325,0.016442016,,,Summary1.As2,BELGIUM,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),312.5676425856502,0.00011949455868,0.00898719717809,,,Summary1.As2,BELGIUM,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,37.28872692443214,0.47631302636548,,,Summary1.As2,BELGIUM,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,190.6297973805973,,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
B.  Manure management,,49.35537308083,3.06520827430421,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.91081532119876,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
G. Liming,158.8465343114202,,,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
H. Urea application,16.51743537197897,,,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
A. Forest land (4),-1940.0120348726189,0.00302010057148,0.00021082428375,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
B. Cropland (4),303.848190686944,,0.02841327484316,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
C. Grassland (4),43.4780573107361,0.00180395877,0.00739196483652,,,Summary1.As2,BELGIUM,1993,Subsector,3.  Agriculture,
E. Settlements (4),189.75638251523927,,0.01613366521569,,,Summary1.As2,BELGIUM,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-930.6114025679348,,,,,Summary1.As2,BELGIUM,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,115.02096734401476,,,,Summary1.As2,BELGIUM,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.135012,0.017281536,,,Summary1.As2,BELGIUM,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),316.4886188440745,0.000120840682,0.00908815642809,,,Summary1.As2,BELGIUM,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,37.13021052246995,0.47608507305256,,,Summary1.As2,BELGIUM,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,190.5121624305576,,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
B.  Manure management,,49.31948516163713,3.04146349119259,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.51574885263134,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
G. Liming,157.87605297754885,,,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
H. Urea application,22.47855351227663,,,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
A. Forest land (4),-1948.546675189976,0.00346831337714,0.0002465577573,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
B. Cropland (4),321.15647359194577,,0.03552488223403,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
C. Grassland (4),29.4931847450067,0.0005821645,0.00737494291497,,,Summary1.As2,BELGIUM,1994,Subsector,3.  Agriculture,
E. Settlements (4),206.4614609842623,,0.02015346479722,,,Summary1.As2,BELGIUM,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-693.2501256840505,,,,,Summary1.As2,BELGIUM,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,122.67338083292992,,,,Summary1.As2,BELGIUM,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.162057,0.020743296,,,Summary1.As2,BELGIUM,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),191.1935916290591,9.278290336e-05,0.00697431020501,,,Summary1.As2,BELGIUM,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,36.92215671045513,0.46056295723801,,,Summary1.As2,BELGIUM,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,192.6022329071138,,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
B.  Manure management,,50.2025331752548,3.08926555352665,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.93402028739297,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
G. Liming,156.91754170617747,,,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
H. Urea application,23.10164002145745,,,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
A. Forest land (4),-1957.0824308231156,0.0002667933367,8.039111597e-05,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
B. Cropland (4),338.7535701441809,,0.04263980509692,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
C. Grassland (4),15.92839520874801,,0.0074164983761,,,Summary1.As2,BELGIUM,1995,Subsector,3.  Agriculture,
E. Settlements (4),223.1894581622259,,0.02417939210391,,,Summary1.As2,BELGIUM,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-937.1504682067936,,,,,Summary1.As2,BELGIUM,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,123.10042906069876,,,,Summary1.As2,BELGIUM,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.203727,0.026077056,,,Summary1.As2,BELGIUM,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),171.49960937188237,0.00732479676427,0.00605380385515,,,Summary1.As2,BELGIUM,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,36.11653442004689,0.45902064031937,,,Summary1.As2,BELGIUM,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,189.2069406157821,,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
B.  Manure management,,51.57978517570372,3.0290629236301,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.89291477965879,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
G. Liming,155.9844179306394,,,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
H. Urea application,22.59016108014208,,,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
A. Forest land (4),-1965.6185953707677,0.23024264957505,0.01281339848154,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
B. Cropland (4),356.35271894251287,,0.04975804343184,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
C. Grassland (4),3.61261834841149,0.001239447,0.00762455129094,,,Summary1.As2,BELGIUM,1996,Subsector,3.  Agriculture,
E. Settlements (4),239.9403747178417,,0.02821144713577,,,Summary1.As2,BELGIUM,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-1159.936694955016,,,,,Summary1.As2,BELGIUM,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,120.20306815940285,,,,Summary1.As2,BELGIUM,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.30018075,0.038423136,,,Summary1.As2,BELGIUM,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),173.02793025912123,0.00965616176544,0.00644899567092,,,Summary1.As2,BELGIUM,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,35.29260513412828,0.45054280369494,,,Summary1.As2,BELGIUM,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,186.5032124777088,,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
B.  Manure management,,51.59719728758912,2.9808950076636,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
D.  Agricultural soils,,,15.18220172355855,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
G. Liming,155.02865170926808,,,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
H. Urea application,22.91845458249664,,,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
A. Forest land (4),-1974.1536954903731,0.00213434669363,0.00020558002348,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
B. Cropland (4),373.8415863931244,,0.0568795972388,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
C. Grassland (4),-10.27255614402535,0.0002816925,0.00763216655945,,,Summary1.As2,BELGIUM,1997,Subsector,3.  Agriculture,
E. Settlements (4),256.7142113215179,,0.03224962989284,,,Summary1.As2,BELGIUM,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-713.9365893115254,,,,,Summary1.As2,BELGIUM,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,122.35585424574356,,,,Summary1.As2,BELGIUM,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.59319225,0.075928608,,,Summary1.As2,BELGIUM,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),177.94973979807926,0.00798417968845,0.00672004117711,,,Summary1.As2,BELGIUM,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,33.98113229370223,0.44607611343024,,,Summary1.As2,BELGIUM,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,184.74025801114448,,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
B.  Manure management,,52.53751196006524,2.92651383790376,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
D.  Agricultural soils,,,14.60566874605364,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
G. Liming,154.07389010873004,,,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
H. Urea application,23.33677655622393,,,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
A. Forest land (4),-1982.686680645549,0.00346831337714,0.00029031264773,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
B. Cropland (4),389.6492303228524,,0.06400446651777,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
C. Grassland (4),-23.58039390975268,0.000187795,0.00771883213165,,,Summary1.As2,BELGIUM,1998,Subsector,3.  Agriculture,
E. Settlements (4),273.5109686453633,,0.03629394037509,,,Summary1.As2,BELGIUM,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-1284.0776832870745,,,,,Summary1.As2,BELGIUM,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,119.15409793434544,,,,Summary1.As2,BELGIUM,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.645057,0.082567296,,,Summary1.As2,BELGIUM,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),151.88876996520636,0.00275548126793,0.00450473236477,,,Summary1.As2,BELGIUM,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,32.5420931623163,0.44681004811249,,,Summary1.As2,BELGIUM,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,185.4510699610222,,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
B.  Manure management,,52.8277607571569,2.92330302900278,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
D.  Agricultural soils,,,15.17967697718285,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
G. Liming,153.11989594152533,,,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
H. Urea application,24.20906636384383,,,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
A. Forest land (4),-1991.2465947698968,0.00073101374257,0.00014982628416,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
B. Cropland (4),407.4784326008567,,0.07113265126879,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
C. Grassland (4),-36.98243991667198,1.87795e-07,0.00779711800403,,,Summary1.As2,BELGIUM,1999,Subsector,3.  Agriculture,
E. Settlements (4),290.3306473631943,,0.0403443785825,,,Summary1.As2,BELGIUM,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-822.4078965573482,,,,,Summary1.As2,BELGIUM,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,114.09015479489906,,,,Summary1.As2,BELGIUM,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.713886,0.091377408,,,Summary1.As2,BELGIUM,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),155.5550280069438,0.00281658697482,0.00407874895427,,,Summary1.As2,BELGIUM,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,27.33655213878352,0.450034996349,,,Summary1.As2,BELGIUM,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
E.  Other (5),,,,,,Summary1.As2,BELGIUM,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,179.62948350752592,,,,Summary1.As2,BELGIUM,2000,Subsector,3.  Agriculture,
B.  Manure management,,49.41849479092771,2.71196891041598,,,Summary1.As2,BELGIUM,2000,Subsector,3.  Agriculture,
D.  Agricultural soils,,,13.40046597843909,,,Summary1.As2,BELGIUM,2000,Subsector,3.  Agriculture,
G. Liming,152.13872535765398,,,,,Summary1.As2,BELGIUM,2000,Subsector,3.  Agriculture,
H. Urea application,20.30527879241295,,,,,Summary1.As2,BELGIUM,2000,Subsector,3.  Agriculture,
J.  Other ,,,,,,Summary1.As2,BELGIUM,2000,Subsector,3.  Agriculture,
