GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
F.  Product uses as substitutes for ODS,,,,3.16547367864417,,Summary1.As1,BELGIUM,2006,Subsector,2.  Industrial processes and product use,1886.151521264745
G.  Other product manufacture and use ,,,0.34812963269605,1.56205467852026,0.00337866348411,Summary1.As1,BELGIUM,2006,Subsector,2.  Industrial processes and product use,
H.  Other(3),16.462,,,,,Summary1.As1,BELGIUM,2006,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),91139.35628446008,,,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
                                           Sectoral approach(2),100050.98777600164,15.44126465149218,2.19997732750292,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
1.  Energy industries,27028.12105893747,1.43115363388335,0.47330446884145,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,18976.449822509683,1.83660907484719,0.60389739717638,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
3.  Transport,27940.48021574091,1.82296572805762,0.75795528002565,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
4.  Other sectors,25939.01736082045,10.34213886436984,0.3591401465335,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
5.  Other,166.91931799312366,0.00839735033418,0.00568003492594,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
B. Fugitive emissions from fuels,114.94112806332426,25.25850698897216,,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
1.  Solid fuels,0.11225,2.37957,,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,114.82887806332424,22.87893698897216,,,,Summary1.As1,BELGIUM,2007,Subsector,1. Energy,
B.  Chemical industry,6259.0559430233925,1.25429815,6.21131946002098,99.37313095928036,,Summary1.As1,BELGIUM,2007,Subsector,2.  Industrial processes and product use,721.6966871534178
C.  Metal industry,7379.885663247465,3.08584193,,,,Summary1.As1,BELGIUM,2007,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,108.98823771703842,,,,,Summary1.As1,BELGIUM,2007,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,5.898714,6.25e-06,Summary1.As1,BELGIUM,2007,Subsector,2.  Industrial processes and product use,1.5089366
F.  Product uses as substitutes for ODS,,,,4.04529247726414,,Summary1.As1,BELGIUM,2007,Subsector,2.  Industrial processes and product use,2114.974071887266
G.  Other product manufacture and use ,,,0.34152459266484,1.26841207199325,0.00347699923677,Summary1.As1,BELGIUM,2007,Subsector,2.  Industrial processes and product use,
H.  Other(3),10.181,,,,,Summary1.As1,BELGIUM,2007,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),92127.57991671674,,,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
                                           Sectoral approach(2),99581.56862892616,17.84034112308038,2.51283052531075,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
1.  Energy industries,24936.69587082149,1.06219691568933,0.465867901798,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,19052.370886592635,2.34686599991393,0.84653609774999,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
3.  Transport,28016.33316743898,1.53575636256039,0.8094589075798,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
4.  Other sectors,27416.09412295472,12.88653725052002,0.38550963832749,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
5.  Other,160.0745811183442,0.00898459439671,0.00545797985547,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
B. Fugitive emissions from fuels,116.67526476928046,24.10630342096772,,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
1.  Solid fuels,0.06672,2.15178,,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,116.60854476928046,21.95452342096772,,,,Summary1.As1,BELGIUM,2008,Subsector,1. Energy,
B.  Chemical industry,6139.153767045188,1.06934022,6.19578625868112,544.2732744042574,,Summary1.As1,BELGIUM,2008,Subsector,2.  Industrial processes and product use,588.7218690566302
C.  Metal industry,7717.151877202209,2.65648811,,,,Summary1.As1,BELGIUM,2008,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,114.0766374948569,,,,,Summary1.As1,BELGIUM,2008,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,4.09374,0.000103,Summary1.As1,BELGIUM,2008,Subsector,2.  Industrial processes and product use,1.34553918
F.  Product uses as substitutes for ODS,,,,4.78419528889898,,Summary1.As1,BELGIUM,2008,Subsector,2.  Industrial processes and product use,2243.506537134764
G.  Other product manufacture and use ,,,0.32415176176356,1.19726649329487,0.00373388162714,Summary1.As1,BELGIUM,2008,Subsector,2.  Industrial processes and product use,
H.  Other(3),25.991,,,,,Summary1.As1,BELGIUM,2008,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),93371.36969281008,,,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
                                           Sectoral approach(2),93012.35296070052,18.96100786338446,2.23039596467841,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
1.  Energy industries,25368.892024198867,1.26800129479408,0.61586835735405,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13624.419306737262,2.00140511364181,0.39412905578171,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
3.  Transport,27241.240849487305,1.31823511135496,0.82711545558199,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
4.  Other sectors,26624.748972178942,14.36493853354979,0.3880220951254,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
5.  Other,153.05180809815,0.00842781004382,0.00526100083526,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
B. Fugitive emissions from fuels,117.29408016765548,24.12603057885054,,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
1.  Solid fuels,0.04295,2.02134,,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,117.25113016765548,22.10469057885054,,,,Summary1.As1,BELGIUM,2009,Subsector,1. Energy,
B.  Chemical industry,5484.687925244678,0.7328682931,6.54269088,438.5847969212483,,Summary1.As1,BELGIUM,2009,Subsector,2.  Industrial processes and product use,330.0779968271028
C.  Metal industry,3628.008792510935,0.87247345,,,,Summary1.As1,BELGIUM,2009,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,115.62417413542316,,,,,Summary1.As1,BELGIUM,2009,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,3.01731,9.9e-05,Summary1.As1,BELGIUM,2009,Subsector,2.  Industrial processes and product use,1.077176832
F.  Product uses as substitutes for ODS,,,,4.27197649406555,,Summary1.As1,BELGIUM,2009,Subsector,2.  Industrial processes and product use,2400.7189950553848
G.  Other product manufacture and use ,,,0.33162927920406,0.86207283818564,0.00400281755303,Summary1.As1,BELGIUM,2009,Subsector,2.  Industrial processes and product use,
H.  Other(3),22.327,,,,,Summary1.As1,BELGIUM,2009,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),97295.37702063676,,,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
                                           Sectoral approach(2),97550.09665434336,21.29382940132673,2.38597281029832,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
1.  Energy industries,25940.844149048487,1.28805962267287,0.57316033402901,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,15752.00302048496,2.25885735102577,0.534839813385,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
3.  Transport,26448.853767501605,1.15585856662505,0.8553021813059,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
4.  Other sectors,29278.5298444016,16.58546449768307,0.41814956281642,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
5.  Other,129.86587290670346,0.00558936331997,0.00452091876199,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
B. Fugitive emissions from fuels,103.19106501598657,26.32430607285553,,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
1.  Solid fuels,0.06611,2.09945,,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,103.12495501598656,24.22485607285553,,,,Summary1.As1,BELGIUM,2010,Subsector,1. Energy,
B.  Chemical industry,6075.711102790847,1.0262018738,8.37392893,81.35968701151116,,Summary1.As1,BELGIUM,2010,Subsector,2.  Industrial processes and product use,505.4497965410212
C.  Metal industry,5249.475679310857,0.72048061,,,,Summary1.As1,BELGIUM,2010,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,117.554262278248,,,,,Summary1.As1,BELGIUM,2010,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,5.88486,0.000129,Summary1.As1,BELGIUM,2010,Subsector,2.  Industrial processes and product use,1.854108132
F.  Product uses as substitutes for ODS,,,,7.90762987457614,,Summary1.As1,BELGIUM,2010,Subsector,2.  Industrial processes and product use,2508.1409550345925
G.  Other product manufacture and use ,,,0.32257744377682,0.44296,0.00447418748077,Summary1.As1,BELGIUM,2010,Subsector,2.  Industrial processes and product use,
H.  Other(3),28.696,,,,,Summary1.As1,BELGIUM,2010,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),85576.32426053341,,,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
                                           Sectoral approach(2),88101.53904654378,18.00377922673592,2.30926509916753,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
1.  Energy industries,22520.4193907012,1.37668631184717,0.55301918174941,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,15369.734171498896,2.06145476277957,0.52656345028869,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
3.  Transport,26044.583803931466,1.00732120771769,0.87338708347496,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
4.  Other sectors,24040.24429688998,13.55146618197471,0.3519320145231,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
5.  Other,126.55738352224051,0.00685076241678,0.00436336913137,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
B. Fugitive emissions from fuels,93.23237212519824,24.49504629899744,,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
1.  Solid fuels,0.06235,2.05929,,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,93.17002212519826,22.43575629899744,,,,Summary1.As1,BELGIUM,2011,Subsector,1. Energy,
B.  Chemical industry,6272.4228865033865,0.7490983228,4.51573138,141.6576318102628,,Summary1.As1,BELGIUM,2011,Subsector,2.  Industrial processes and product use,756.986990290346
C.  Metal industry,4836.3623340659815,0.58517415,,,,Summary1.As1,BELGIUM,2011,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,118.5298968580926,,,,,Summary1.As1,BELGIUM,2011,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,5.000436,0.000171,Summary1.As1,BELGIUM,2011,Subsector,2.  Industrial processes and product use,1.5986244
F.  Product uses as substitutes for ODS,,,,4.4262188028715,,Summary1.As1,BELGIUM,2011,Subsector,2.  Industrial processes and product use,2611.4593220631477
G.  Other product manufacture and use ,,,0.33948172961511,0.41132,0.00462451927017,Summary1.As1,BELGIUM,2011,Subsector,2.  Industrial processes and product use,
H.  Other(3),21.737,,,,,Summary1.As1,BELGIUM,2011,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),82171.2344378934,,,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
                                           Sectoral approach(2),87213.49525854719,18.95791139066474,2.4312756046021,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
1.  Energy industries,22376.453890600515,1.14457220416617,0.54664704760139,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,14392.119475977432,1.5008872493321,0.63139124020191,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
3.  Transport,25225.21047986864,0.89059421246779,0.87906640583401,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
4.  Other sectors,25109.871789379853,15.41562027743721,0.37035980964161,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
5.  Other,109.8396227207448,0.00623744726147,0.00381110132318,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
B. Fugitive emissions from fuels,92.5808601775609,23.36021051732837,,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
1.  Solid fuels,0.05182,1.98904,,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,92.5290401775609,21.37117051732837,,,,Summary1.As1,BELGIUM,2012,Subsector,1. Energy,
B.  Chemical industry,5925.116643491533,0.7720501865,4.69287528,105.80247330768913,,Summary1.As1,BELGIUM,2012,Subsector,2.  Industrial processes and product use,659.9092162915529
C.  Metal industry,3722.276440543872,0.703918,,,,Summary1.As1,BELGIUM,2012,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,116.53841014718206,,,,,Summary1.As1,BELGIUM,2012,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,6.957708,0.0001155,Summary1.As1,BELGIUM,2012,Subsector,2.  Industrial processes and product use,2.3919438
F.  Product uses as substitutes for ODS,,,,2.20518281744964,,Summary1.As1,BELGIUM,2012,Subsector,2.  Industrial processes and product use,2727.182373226627
G.  Other product manufacture and use ,,,0.31588800558031,0.18984,0.00476870270491,Summary1.As1,BELGIUM,2012,Subsector,2.  Industrial processes and product use,
H.  Other(3),23.185,,,,,Summary1.As1,BELGIUM,2012,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),83393.87334729008,,,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
                                           Sectoral approach(2),86994.8401669067,20.95048015454829,2.24974649055059,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
1.  Energy industries,20919.221641367472,1.16203510899784,0.57911209464166,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,14186.873320361512,1.96348173566826,0.38495963853784,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
3.  Transport,24738.836191463943,0.80605935511374,0.88408596700711,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
4.  Other sectors,27046.683755055205,17.01324770217934,0.39800463579195,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
5.  Other,103.22525865856522,0.00565625258911,0.00358415457203,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
B. Fugitive emissions from fuels,93.72488820218528,23.07859407810121,,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
1.  Solid fuels,0.03639,1.90104,,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,93.68849820218529,21.17755407810121,,,,Summary1.As1,BELGIUM,2013,Subsector,1. Energy,
B.  Chemical industry,6623.52135325664,0.8522474501,4.2170615267,118.80998537699848,,Summary1.As1,BELGIUM,2013,Subsector,2.  Industrial processes and product use,717.9010395018382
C.  Metal industry,3873.01802,0.6330053,,,,Summary1.As1,BELGIUM,2013,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,110.5992302636713,,,,,Summary1.As1,BELGIUM,2013,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,6.1525236,0.00013296,Summary1.As1,BELGIUM,2013,Subsector,2.  Industrial processes and product use,1.247256064
F.  Product uses as substitutes for ODS,,,,3.12520600881996,,Summary1.As1,BELGIUM,2013,Subsector,2.  Industrial processes and product use,2732.8931245579784
G.  Other product manufacture and use ,,,0.3014618727819,0.18984,0.00501265628037,Summary1.As1,BELGIUM,2013,Subsector,2.  Industrial processes and product use,
H.  Other(3),20.60187,,,,,Summary1.As1,BELGIUM,2013,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),78057.26686233065,,,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
                                           Sectoral approach(2),81236.36472283922,17.29899954021896,2.18181796415872,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
1.  Energy industries,19935.982406917745,1.44210025074723,0.51981938212604,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13663.282882060304,1.45156693462388,0.40892867559795,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
3.  Transport,24980.618046216478,0.76610413650187,0.91029465041841,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
4.  Other sectors,22556.907320144583,13.63347921580891,0.33927996774038,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
5.  Other,99.5740675001184,0.00574900253707,0.00349528827594,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
B. Fugitive emissions from fuels,75.67910702886341,22.77269657839983,,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
1.  Solid fuels,0.01339,1.77673,,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,75.66571702886341,20.99596657839983,,,,Summary1.As1,BELGIUM,2014,Subsector,1. Energy,
B.  Chemical industry,6665.418664667161,1.0068930677,3.9106609569,118.48168290690089,,Summary1.As1,BELGIUM,2014,Subsector,2.  Industrial processes and product use,820.7188142543185
C.  Metal industry,3884.78152,0.8431956,,,,Summary1.As1,BELGIUM,2014,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,114.17275643248789,,,,,Summary1.As1,BELGIUM,2014,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,5.181477,0.0001702,Summary1.As1,BELGIUM,2014,Subsector,2.  Industrial processes and product use,1.67412794
F.  Product uses as substitutes for ODS,,,,2.491911,,Summary1.As1,BELGIUM,2014,Subsector,2.  Industrial processes and product use,2864.5159692819425
G.  Other product manufacture and use ,,,0.329220279524,,0.00400660027395,Summary1.As1,BELGIUM,2014,Subsector,2.  Industrial processes and product use,
H.  Other(3),25.96314,,,,,Summary1.As1,BELGIUM,2014,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),82253.24416639008,,,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
                                           Sectoral approach(2),85147.16521285319,19.69620547872613,2.55533598835561,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
1.  Energy industries,20660.15052595323,1.14441100027896,0.54104766817206,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13601.027067472252,2.24059258254351,0.66442969197813,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
3.  Transport,26642.35250957307,0.76059543540161,0.96202398888797,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
4.  Other sectors,24137.44800287641,15.54468845112436,0.38413888087415,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
5.  Other,106.18710697823064,0.00591800937769,0.0036957584433,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
B. Fugitive emissions from fuels,88.2608551019469,23.19162729937153,,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
1.  Solid fuels,,1.69912,,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,88.2608551019469,21.49250729937153,,,,Summary1.As1,BELGIUM,2015,Subsector,1. Energy,
B.  Chemical industry,7111.142018600002,0.9309726572,3.280609,130.38844276974663,,Summary1.As1,BELGIUM,2015,Subsector,2.  Industrial processes and product use,946.7419501892056
C.  Metal industry,3790.57349999,0.60476725754465,,,,Summary1.As1,BELGIUM,2015,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,119.69891262942504,,,,,Summary1.As1,BELGIUM,2015,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,7.1545998,0.00013781,Summary1.As1,BELGIUM,2015,Subsector,2.  Industrial processes and product use,1.40008072
F.  Product uses as substitutes for ODS,,,,,,Summary1.As1,BELGIUM,2015,Subsector,2.  Industrial processes and product use,2847.5096026509746
G.  Other product manufacture and use ,,,0.34672005653721,,0.00392509498175,Summary1.As1,BELGIUM,2015,Subsector,2.  Industrial processes and product use,
H.  Other(3),22.01826,,,,,Summary1.As1,BELGIUM,2015,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),79172.82631910674,,,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
                                           Sectoral approach(2),83378.10338616383,20.15928523046655,2.17484316001665,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
1.  Energy industries,19364.75523106009,1.12928095977736,0.52961868169725,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13547.624864100888,1.61311190708117,0.28600827350077,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
3.  Transport,26355.727247206632,0.74181960150054,0.97069962866814,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
4.  Other sectors,24001.000164885583,16.66831694203333,0.38474471921352,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
5.  Other,108.99587891063656,0.00675582007415,0.00377185693697,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
B. Fugitive emissions from fuels,78.27684120008743,22.60631267318939,,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
1.  Solid fuels,,1.68103,,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,78.27684120008743,20.92528267318939,,,,Summary1.As1,BELGIUM,2016,Subsector,1. Energy,
B.  Chemical industry,6883.711559158323,0.7904244403,3.3578323753,378.4792612831237,,Summary1.As1,BELGIUM,2016,Subsector,2.  Industrial processes and product use,889.8022110147253
C.  Metal industry,4303.7045231,0.9556566210602,,,,Summary1.As1,BELGIUM,2016,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,129.35117413649732,,,,,Summary1.As1,BELGIUM,2016,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,9.9557643,0.0003415,Summary1.As1,BELGIUM,2016,Subsector,2.  Industrial processes and product use,1.3669236
F.  Product uses as substitutes for ODS,,,,0.0009612,,Summary1.As1,BELGIUM,2016,Subsector,2.  Industrial processes and product use,2884.099470068128
G.  Other product manufacture and use ,,,0.28848770700224,,0.00393388543243,Summary1.As1,BELGIUM,2016,Subsector,2.  Industrial processes and product use,
H.  Other(3),20.61067,,,,,Summary1.As1,BELGIUM,2016,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),78398.39727342338,,,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
                                           Sectoral approach(2),82878.56001951778,19.86042684407884,2.18050155395457,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
1.  Energy industries,19501.808245564494,1.17378254227676,0.55919053447908,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13674.928371417263,1.64268540517949,0.2902465533827,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
3.  Transport,25786.82216953513,0.71300522266333,0.94959816579697,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
4.  Other sectors,23810.29336733681,16.32471252312446,0.37785749837745,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
5.  Other,104.70786566407222,0.0062411508348,0.00360880191837,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
B. Fugitive emissions from fuels,98.94023733410629,22.2275386456424,,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
1.  Solid fuels,,1.64485,,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,98.94023733410629,20.5826886456424,,,,Summary1.As1,BELGIUM,2017,Subsector,1. Energy,
B.  Chemical industry,7091.357047284905,1.0223090103,3.3526996131,159.8003076958036,,Summary1.As1,BELGIUM,2017,Subsector,2.  Industrial processes and product use,1207.0719323615497
C.  Metal industry,4124.945349,0.5650617,,,,Summary1.As1,BELGIUM,2017,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,132.64627512483077,,,,,Summary1.As1,BELGIUM,2017,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,9.801705,0.00027132,Summary1.As1,BELGIUM,2017,Subsector,2.  Industrial processes and product use,1.110541293
F.  Product uses as substitutes for ODS,,,,0.00522722947585,,Summary1.As1,BELGIUM,2017,Subsector,2.  Industrial processes and product use,2864.679842585556
G.  Other product manufacture and use ,,,0.23146227828537,,0.00418065978722,Summary1.As1,BELGIUM,2017,Subsector,2.  Industrial processes and product use,
H.  Other(3),20.17496,,,,,Summary1.As1,BELGIUM,2017,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),79637.72400841408,,,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
                                           Sectoral approach(2),83378.19501466348,20.10245420879279,2.4797950014898,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
1.  Energy industries,19460.07513808593,1.08302936645135,0.55264176020422,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,13895.211728619348,1.74777957746732,0.59182347666883,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
3.  Transport,25960.12498946674,0.74096873318118,0.94931900092078,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
4.  Other sectors,23948.423915132356,16.52409998797204,0.38210515627547,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
5.  Other,114.35924335911128,0.0065765437209,0.0039056074205,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
B. Fugitive emissions from fuels,121.24587276809424,21.54149990374947,,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
1.  Solid fuels,,1.6281,,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,121.24587276809424,19.91339990374947,,,,Summary1.As1,BELGIUM,2018,Subsector,1. Energy,
B.  Chemical industry,7158.287485686314,0.9496790812,2.7503972357,111.33433371498936,,Summary1.As1,BELGIUM,2018,Subsector,2.  Industrial processes and product use,1366.1097483717624
C.  Metal industry,4233.9210087500005,0.686139,,,,Summary1.As1,BELGIUM,2018,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,130.93928731736224,,,,,Summary1.As1,BELGIUM,2018,Subsector,2.  Industrial processes and product use,
E.  Electronic industry ,,,,9.8490405,0.00032444,Summary1.As1,BELGIUM,2018,Subsector,2.  Industrial processes and product use,1.4631942
F.  Product uses as substitutes for ODS,,,,0.00868783645181,,Summary1.As1,BELGIUM,2018,Subsector,2.  Industrial processes and product use,2838.521691174944
G.  Other product manufacture and use ,,,0.20333728550764,,0.00383611030039,Summary1.As1,BELGIUM,2018,Subsector,2.  Industrial processes and product use,
H.  Other(3),24.41256,,,,,Summary1.As1,BELGIUM,2018,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),79106.9268229314,,,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
                                           Sectoral approach(2),83664.7748584387,20.81258862723839,2.17379347176464,,,Summary1.As1,BELGIUM,2019,Subsector,1. Energy,
