GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,HFCs(1) (kt CO2 equivalent)
International bunkers,28788.46605086435,0.19098360213776,0.75550440855107,,,Summary1.As3,BELGIUM,2005,Sector,
CO2 emissions from biomass,5377.086259005749,,,,,Summary1.As3,BELGIUM,2005,Sector,
International bunkers,31286.35227322871,0.20716849142172,0.82142396568684,,,Summary1.As3,BELGIUM,2006,Sector,
CO2 emissions from biomass,6228.979050766017,,,,,Summary1.As3,BELGIUM,2006,Sector,
International bunkers,34763.63839087434,0.229299360427,0.91198744170798,,,Summary1.As3,BELGIUM,2007,Sector,
CO2 emissions from biomass,6888.086583134808,,,,,Summary1.As3,BELGIUM,2007,Sector,
International bunkers,35598.57164603918,0.23152826539617,0.93332306158467,,,Summary1.As3,BELGIUM,2008,Sector,
CO2 emissions from biomass,8276.166754490157,,,,,Summary1.As3,BELGIUM,2008,Sector,
International bunkers,26856.090385241616,0.17432929274853,0.7071071709941,,,Summary1.As3,BELGIUM,2009,Sector,
CO2 emissions from biomass,9603.661693941707,,,,,Summary1.As3,BELGIUM,2009,Sector,
International bunkers,29062.110832014798,0.18725202348646,0.76650809394588,,,Summary1.As3,BELGIUM,2010,Sector,
CO2 emissions from biomass,11647.510465453131,,,,,Summary1.As3,BELGIUM,2010,Sector,
International bunkers,26565.4082955687,0.17049779178355,0.70296116713425,,,Summary1.As3,BELGIUM,2011,Sector,
CO2 emissions from biomass,10931.433131058153,,,,,Summary1.As3,BELGIUM,2011,Sector,
International bunkers,23900.438790995213,0.15480449211323,0.63259796845285,,,Summary1.As3,BELGIUM,2012,Sector,
CO2 emissions from biomass,12006.19435862868,,,,,Summary1.As3,BELGIUM,2012,Sector,
International bunkers,24025.92416425118,0.15607275364541,0.63506101458163,,,Summary1.As3,BELGIUM,2013,Sector,
CO2 emissions from biomass,12846.056444432275,,,,,Summary1.As3,BELGIUM,2013,Sector,
International bunkers,21640.106884514786,0.14047633621481,0.57431534485924,,,Summary1.As3,BELGIUM,2014,Sector,
CO2 emissions from biomass,11244.886339748056,,,,,Summary1.As3,BELGIUM,2014,Sector,
International bunkers,23264.414924835342,0.1522515126092,0.62063605043679,,,Summary1.As3,BELGIUM,2015,Sector,
CO2 emissions from biomass,12173.406908982672,,,,,Summary1.As3,BELGIUM,2015,Sector,
International bunkers,26034.285286392147,0.17086355339099,0.68339717616395,,,Summary1.As3,BELGIUM,2016,Sector,
CO2 emissions from biomass,12796.35058634444,,,,,Summary1.As3,BELGIUM,2016,Sector,
International bunkers,29249.675286100788,0.19295805690722,0.76645091622885,,,Summary1.As3,BELGIUM,2017,Sector,
CO2 emissions from biomass,12885.817851445869,,,,,Summary1.As3,BELGIUM,2017,Sector,
International bunkers,35433.63390996039,0.23335729602064,0.93069041928253,,,Summary1.As3,BELGIUM,2018,Sector,
CO2 emissions from biomass,12727.072389530786,,,,,Summary1.As3,BELGIUM,2018,Sector,
International bunkers,31919.76882263409,0.21035539624816,0.83979212999263,,,Summary1.As3,BELGIUM,2019,Sector,
