GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
H. Urea application,437.087678324556,,,,,,,Summary1.As2,GERMANY,1991,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,473.645645897446,,,,,,,Summary1.As2,GERMANY,1991,Subsector,3.  Agriculture
J.  Other ,,0.02672875253396,0.00100507242959,,,,,Summary1.As2,GERMANY,1991,Subsector,3.  Agriculture
A. Forest land (4),-80333.27625193942,1.077792403,1.628802349,,,,,Summary1.As2,GERMANY,1991,Subsector,3.  Agriculture
B. Cropland (4),14359.10250691768,3.851413455,0.638153452,,,,,Summary1.As2,GERMANY,1991,Subsector,3.  Agriculture
D. Wetlands (4),3636.5426253383366,190.216926013,0.1139665159,,,,,Summary1.As2,GERMANY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1244.4811916533345,0.664593661,0.090286711,,,,,Summary1.As2,GERMANY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,1351.93725927528,,,,,,,Summary1.As2,GERMANY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.351999985,,,,,Summary1.As2,GERMANY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1404.375,,,,,,Summary1.As2,GERMANY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,2.5326,0.088641,,,,,Summary1.As2,GERMANY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Enteric fermentation,,1151.5958679574867,,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
B.  Manure management,,277.8811969924858,10.53235571251088,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
D.  Agricultural soils,,,70.6224477126079,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
G. Liming,1749.146632047332,,,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
H. Urea application,497.36494355212,,,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,448.824749827291,,,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
J.  Other ,,0.03606282755671,0.00134692623578,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
A. Forest land (4),-85776.7821680294,1.953793648,1.675660275,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
B. Cropland (4),14654.53336979868,3.793475649,0.634876335,,,,,Summary1.As2,GERMANY,1992,Subsector,3.  Agriculture
D. Wetlands (4),3852.0658545783367,190.223732749,0.1140332929,,,,,Summary1.As2,GERMANY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1240.2456588646678,0.657257729,0.089984522,,,,,Summary1.As2,GERMANY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,560.137743039768,,,,,,,Summary1.As2,GERMANY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.351410132,,,,,Summary1.As2,GERMANY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1438.147,,,,,,Summary1.As2,GERMANY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,2.9442,0.103047,,,,,Summary1.As2,GERMANY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Enteric fermentation,,1152.476293881483,,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
B.  Manure management,,276.44242620439064,10.50985771919601,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
D.  Agricultural soils,,,68.65439099826717,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
G. Liming,1465.4822987379498,,,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
H. Urea application,458.180084935064,,,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,415.200038395704,,,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
J.  Other ,,0.04690855462764,0.00174006338637,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
A. Forest land (4),-85478.70139782975,1.204473001,1.632639114,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
B. Cropland (4),14590.199289490014,3.736527909,0.631789557,,,,,Summary1.As2,GERMANY,1993,Subsector,3.  Agriculture
D. Wetlands (4),3837.785752724004,190.230001433,0.114096565,,,,,Summary1.As2,GERMANY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1258.8728834916678,0.6510552,0.090189907,,,,,Summary1.As2,GERMANY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,826.6413556246177,,,,,,,Summary1.As2,GERMANY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.350820282,,,,,Summary1.As2,GERMANY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1434.08,,,,,,Summary1.As2,GERMANY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,3.3558,0.117453,,,,,Summary1.As2,GERMANY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Enteric fermentation,,1160.7190064029776,,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
B.  Manure management,,288.7313260622439,10.6765076473578,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
D.  Agricultural soils,,,66.36355070510889,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
G. Liming,1325.939269103125,,,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
H. Urea application,448.576689846729,,,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,402.085938535953,,,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
J.  Other ,,0.05769365418594,0.00212536197376,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
A. Forest land (4),-76750.06759871374,1.121811185,1.626500464,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
B. Cropland (4),14590.73302824868,3.67896176,0.628689971,,,,,Summary1.As2,GERMANY,1994,Subsector,3.  Agriculture
D. Wetlands (4),3993.066268759337,190.236062651,0.1141554,,,,,Summary1.As2,GERMANY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1252.588819056668,0.645005687,0.089878527,,,,,Summary1.As2,GERMANY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2366.16776388579,,,,,,,Summary1.As2,GERMANY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.350285727,,,,,Summary1.As2,GERMANY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1400.458,,,,,,Summary1.As2,GERMANY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,5.29578,0.1853523,,,,,Summary1.As2,GERMANY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Enteric fermentation,,1162.4242415274853,,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
B.  Manure management,,285.578290753218,10.59830307487361,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
D.  Agricultural soils,,,66.80475485512932,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
G. Liming,1280.059834428574,,,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
H. Urea application,458.537095238094,,,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,389.494621728395,,,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
J.  Other ,,0.13994616729193,0.00511940863215,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
A. Forest land (4),-70131.14593785307,1.008013396,1.618529602,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
B. Cropland (4),14564.998562660348,3.622442537,0.625879222,,,,,Summary1.As2,GERMANY,1995,Subsector,3.  Agriculture
D. Wetlands (4),3873.993959513338,190.241838291,0.1142160205,,,,,Summary1.As2,GERMANY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1252.844040506668,0.638661724,0.089766322,,,,,Summary1.As2,GERMANY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2728.147526548368,,,,,,,Summary1.As2,GERMANY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.349738886,,,,,Summary1.As2,GERMANY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1352.042,,,,,,Summary1.As2,GERMANY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,7.23562,0.2532467,,,,,Summary1.As2,GERMANY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1995,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.028725,0.036385,,,,,Summary1.As2,GERMANY,1995,Subsector,5.  Waste
A.  Enteric fermentation,,1163.2445465055446,,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
B.  Manure management,,288.48577868447023,10.65556851730384,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.9119699911575,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
G. Liming,1381.232223904764,,,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
H. Urea application,484.790428571427,,,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,390.622636148148,,,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
J.  Other ,,0.23259403166071,0.00844836311444,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
A. Forest land (4),-73564.37301877774,1.181036465,1.626376704,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
B. Cropland (4),14507.629806923012,3.56582666,0.623452136,,,,,Summary1.As2,GERMANY,1996,Subsector,3.  Agriculture
D. Wetlands (4),3814.934743726336,190.248932371,0.1142774495,,,,,Summary1.As2,GERMANY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1262.4334385520012,0.631686816,0.089990436,,,,,Summary1.As2,GERMANY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2714.663866384449,,,,,,,Summary1.As2,GERMANY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.349173612,,,,,Summary1.As2,GERMANY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1287.858,,,,,,Summary1.As2,GERMANY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,9.1756,0.321146,,,,,Summary1.As2,GERMANY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1996,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.05745,0.07580685,,,,,Summary1.As2,GERMANY,1996,Subsector,5.  Waste
A.  Enteric fermentation,,1129.8238722245446,,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
B.  Manure management,,285.0094009484343,10.4425643774812,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.9220373475512,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
G. Liming,1480.499113238099,,,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
H. Urea application,498.947166666666,,,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,377.443476938271,,,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
J.  Other ,,0.29379630481306,0.01059487944428,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
A. Forest land (4),-71812.12054181739,1.010613369,1.61545321,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
B. Cropland (4),14417.493086975011,3.508186719,0.621412583,,,,,Summary1.As2,GERMANY,1997,Subsector,3.  Agriculture
D. Wetlands (4),3805.781978999004,190.254290304,0.1143379136,,,,,Summary1.As2,GERMANY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1260.2922985583346,0.626500029,0.089807002,,,,,Summary1.As2,GERMANY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-3796.403572394525,,,,,,,Summary1.As2,GERMANY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.34859605,,,,,Summary1.As2,GERMANY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1171.145,,,,,,Summary1.As2,GERMANY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,10.0996,0.353486,,,,,Summary1.As2,GERMANY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.086175,0.11826447,,,,,Summary1.As2,GERMANY,1997,Subsector,5.  Waste
A.  Enteric fermentation,,1123.2584599496715,,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
B.  Manure management,,294.11488519291703,10.49406262908177,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
D.  Agricultural soils,,,68.77855418017046,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
G. Liming,1588.5194448095228,,,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
H. Urea application,524.808952380952,,,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,370.602619308642,,,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
J.  Other ,,0.66304529593703,0.02373712918812,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
A. Forest land (4),-70758.6945897884,0.96707495,1.611481688,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
B. Cropland (4),14303.94015140568,3.450134807,0.619259604,,,,,Summary1.As2,GERMANY,1998,Subsector,3.  Agriculture
D. Wetlands (4),3984.643814807337,190.25970712,0.1143983527,,,,,Summary1.As2,GERMANY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1249.5565516060012,0.620613313,0.089774972,,,,,Summary1.As2,GERMANY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-4200.157215851397,,,,,,,Summary1.As2,GERMANY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.348012343,,,,,Summary1.As2,GERMANY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1081.898,,,,,,Summary1.As2,GERMANY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,11.24228,0.3775957,,,,,Summary1.As2,GERMANY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.1149,0.16375965,,,,,Summary1.As2,GERMANY,1998,Subsector,5.  Waste
A.  Enteric fermentation,,1115.1609598145913,,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
B.  Manure management,,291.92523592256595,10.41511973898698,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
D.  Agricultural soils,,,69.94892097735466,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
G. Liming,1715.607370190472,,,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
H. Urea application,551.762095238095,,,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,377.582923802469,,,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
J.  Other ,,0.75344128126515,0.02677493703695,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
A. Forest land (4),-72821.64895393307,0.971565616,1.61023653,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
B. Cropland (4),14241.764661384346,3.389900318,0.617588494,,,,,Summary1.As2,GERMANY,1999,Subsector,3.  Agriculture
D. Wetlands (4),4060.1151171386714,190.264659907,0.1144577678,,,,,Summary1.As2,GERMANY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1246.2813138783345,0.615118568,0.089737173,,,,,Summary1.As2,GERMANY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-5481.686471760567,,,,,,,Summary1.As2,GERMANY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.347453212,,,,,Summary1.As2,GERMANY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,1008.313,,,,,,Summary1.As2,GERMANY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,13.13844,0.4280772,,,,,Summary1.As2,GERMANY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.143625,0.21229168,,,,,Summary1.As2,GERMANY,1999,Subsector,5.  Waste
A.  Enteric fermentation,,1096.4044773433066,,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
B.  Manure management,,289.6918024709345,10.40346906349578,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
D.  Agricultural soils,,,69.67808366333855,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
G. Liming,1695.74648047619,,,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
H. Urea application,593.134404761904,,,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,366.628321481481,,,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
J.  Other ,,1.19597769039168,0.04218460839434,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
A. Forest land (4),-50666.08723737004,1.00825728,1.610820668,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
B. Cropland (4),14208.583067921012,3.331895013,0.615699113,,,,,Summary1.As2,GERMANY,2000,Subsector,3.  Agriculture
D. Wetlands (4),4090.7700069536704,190.270108255,0.1145159818,,,,,Summary1.As2,GERMANY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1233.7382811306677,0.609290304,0.089673767,,,,,Summary1.As2,GERMANY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-7177.35885427532,,,,,,,Summary1.As2,GERMANY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.34687565,,,,,Summary1.As2,GERMANY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,938.27,,,,,,Summary1.As2,GERMANY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,15.2054,0.4836569,,,,,Summary1.As2,GERMANY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.186885,0.2861121,,,,,Summary1.As2,GERMANY,2000,Subsector,5.  Waste
A.  Enteric fermentation,,1113.2844548127907,,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
B.  Manure management,,293.0518391156458,10.59728157925838,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
D.  Agricultural soils,,,69.96345372204306,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
G. Liming,1696.093996666664,,,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
H. Urea application,622.161047619047,,,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,349.016219851852,,,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
J.  Other ,,1.69716135606667,0.05941045663206,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
A. Forest land (4),-70400.66749991373,0.90740691,1.59374284584,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
B. Cropland (4),14781.15547802668,3.559731884,0.665101166,,,,,Summary1.As2,GERMANY,2001,Subsector,3.  Agriculture
D. Wetlands (4),4585.008218354671,190.154360231,0.1174881345,,,,,Summary1.As2,GERMANY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),4939.144154868004,0.820666349,0.664401587,,,,,Summary1.As2,GERMANY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-5321.197047321447,,,,,,,Summary1.As2,GERMANY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.344258179,,,,,Summary1.As2,GERMANY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,866.374,,,,,,Summary1.As2,GERMANY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,15.69106,0.479084,,,,,Summary1.As2,GERMANY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.201555,0.31922476,,,,,Summary1.As2,GERMANY,2001,Subsector,5.  Waste
A.  Enteric fermentation,,1069.1304875528197,,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
B.  Manure management,,285.745123584384,10.36732476865896,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.66413185729657,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
G. Liming,1593.298320428577,,,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
H. Urea application,640.148928571427,,,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,319.796815012345,,,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
J.  Other ,,2.43942985286079,0.08474085844914,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
A. Forest land (4),-34217.36425490903,0.906685935,1.58188883184,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
B. Cropland (4),15122.373840724347,3.689765612,0.715596642,,,,,Summary1.As2,GERMANY,2002,Subsector,3.  Agriculture
D. Wetlands (4),4337.993156746337,190.350851347,0.120486813,,,,,Summary1.As2,GERMANY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),4736.383700286337,0.928687377,0.663974671,,,,,Summary1.As2,GERMANY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-7120.59054581778,,,,,,,Summary1.As2,GERMANY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.341653003,,,,,Summary1.As2,GERMANY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,801.407,,,,,,Summary1.As2,GERMANY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,18.93136,0.5549228,,,,,Summary1.As2,GERMANY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.233175,0.38162975,,,,,Summary1.As2,GERMANY,2002,Subsector,5.  Waste
A.  Enteric fermentation,,1055.705126081241,,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
B.  Manure management,,286.9710831260871,10.46603502759302,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
D.  Agricultural soils,,,66.6958991271566,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
G. Liming,1569.4695295714291,,,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
H. Urea application,650.109428571427,,,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,312.165426765432,,,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
J.  Other ,,2.88365811895755,0.09892768139735,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
A. Forest land (4),-35496.82857704503,1.165096505,1.58447319084,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
B. Cropland (4),14957.119320363014,3.719712089,0.766935035,,,,,Summary1.As2,GERMANY,2003,Subsector,3.  Agriculture
D. Wetlands (4),4358.751889275671,190.846431977,0.123451723,,,,,Summary1.As2,GERMANY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),4136.919833442003,0.94931349,0.663220321,,,,,Summary1.As2,GERMANY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-8772.32547561074,,,,,,,Summary1.As2,GERMANY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.338967948,,,,,Summary1.As2,GERMANY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,738.15,,,,,,Summary1.As2,GERMANY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,19.19106,0.5522304,,,,,Summary1.As2,GERMANY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.226275,0.41917444,,,,,Summary1.As2,GERMANY,2003,Subsector,5.  Waste
A.  Enteric fermentation,,1026.3533584248414,,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
B.  Manure management,,277.331687124327,10.22374823888954,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
D.  Agricultural soils,,,68.01019754016922,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
G. Liming,1484.894060047616,,,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
