GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,HFCs(1) (kt CO2 equivalent)
Long-term storage of C in waste disposal sites,37562.45187068186,,,,,Summary1.As3,HUNGARY,2005,Sector,
International bunkers,833.1095555110086,0.00573000506597,0.02292002026388,,,Summary1.As3,HUNGARY,2006,Sector,
CO2 emissions from biomass,7383.606265333333,,,,,Summary1.As3,HUNGARY,2006,Sector,
Long-term storage of C in waste disposal sites,38630.99230721686,,,,,Summary1.As3,HUNGARY,2006,Sector,
International bunkers,864.6786143845255,0.00594713556055,0.02378854224221,,,Summary1.As3,HUNGARY,2007,Sector,
CO2 emissions from biomass,8074.6102257808,,,,,Summary1.As3,HUNGARY,2007,Sector,
Long-term storage of C in waste disposal sites,39529.63480967145,,,,,Summary1.As3,HUNGARY,2007,Sector,
International bunkers,850.8945674693024,0.00585234113573,0.02340936454292,,,Summary1.As3,HUNGARY,2008,Sector,
CO2 emissions from biomass,8286.788525187414,,,,,Summary1.As3,HUNGARY,2008,Sector,
Long-term storage of C in waste disposal sites,40477.99084176562,,,,,Summary1.As3,HUNGARY,2008,Sector,
International bunkers,725.8748003228604,0.00499247599139,0.01996990396557,,,Summary1.As3,HUNGARY,2009,Sector,
CO2 emissions from biomass,10832.187465115328,,,,,Summary1.As3,HUNGARY,2009,Sector,
Long-term storage of C in waste disposal sites,41350.366796481445,,,,,Summary1.As3,HUNGARY,2009,Sector,
International bunkers,720.467096758487,0.00496501092923,0.01986004371691,,,Summary1.As3,HUNGARY,2010,Sector,
CO2 emissions from biomass,11857.29739197812,,,,,Summary1.As3,HUNGARY,2010,Sector,
Long-term storage of C in waste disposal sites,42067.50057283312,,,,,Summary1.As3,HUNGARY,2010,Sector,
International bunkers,727.2173370611157,0.00498078335996,0.01992313343984,,,Summary1.As3,HUNGARY,2011,Sector,
CO2 emissions from biomass,12220.290629075413,,,,,Summary1.As3,HUNGARY,2011,Sector,
Long-term storage of C in waste disposal sites,42747.33115307144,,,,,Summary1.As3,HUNGARY,2011,Sector,
International bunkers,522.9676839030498,0.00359355345645,0.0143742138258,,,Summary1.As3,HUNGARY,2012,Sector,
CO2 emissions from biomass,12487.040859099208,,,,,Summary1.As3,HUNGARY,2012,Sector,
Long-term storage of C in waste disposal sites,43386.03390366395,,,,,Summary1.As3,HUNGARY,2012,Sector,
International bunkers,510.245978974076,0.00350895842124,0.01403583368497,,,Summary1.As3,HUNGARY,2013,Sector,
CO2 emissions from biomass,13165.979239615748,,,,,Summary1.As3,HUNGARY,2013,Sector,
Long-term storage of C in waste disposal sites,43998.39316439145,,,,,Summary1.As3,HUNGARY,2013,Sector,
International bunkers,538.6375897575178,0.00370462635541,0.01481850542164,,,Summary1.As3,HUNGARY,2014,Sector,
CO2 emissions from biomass,12033.023491896682,,,,,Summary1.As3,HUNGARY,2014,Sector,
Long-term storage of C in waste disposal sites,44640.587621767845,,,,,Summary1.As3,HUNGARY,2014,Sector,
International bunkers,551.6940710896272,0.00380708860302,0.01522835441208,,,Summary1.As3,HUNGARY,2015,Sector,
CO2 emissions from biomass,12653.558839526817,,,,,Summary1.As3,HUNGARY,2015,Sector,
Long-term storage of C in waste disposal sites,45144.6000372959,,,,,Summary1.As3,HUNGARY,2015,Sector,
International bunkers,585.7698675714089,0.00402601476837,0.01610405907347,,,Summary1.As3,HUNGARY,2016,Sector,
CO2 emissions from biomass,12414.759211112025,,,,,Summary1.As3,HUNGARY,2016,Sector,
Long-term storage of C in waste disposal sites,45639.32804620764,,,,,Summary1.As3,HUNGARY,2016,Sector,
International bunkers,680.3250181733761,0.00467967012981,0.01871868051924,,,Summary1.As3,HUNGARY,2017,Sector,
CO2 emissions from biomass,12120.098534771278,,,,,Summary1.As3,HUNGARY,2017,Sector,
Long-term storage of C in waste disposal sites,46161.30190509861,,,,,Summary1.As3,HUNGARY,2017,Sector,
International bunkers,840.9197764988551,0.00577631411785,0.0231052564714,,,Summary1.As3,HUNGARY,2018,Sector,
CO2 emissions from biomass,11136.969698079234,,,,,Summary1.As3,HUNGARY,2018,Sector,
Long-term storage of C in waste disposal sites,46752.67213784139,,,,,Summary1.As3,HUNGARY,2018,Sector,
International bunkers,850.5471820249603,0.00584242987161,0.02336971948643,,,Summary1.As3,HUNGARY,2019,Sector,
CO2 emissions from biomass,10747.516472193334,,,,,Summary1.As3,HUNGARY,2019,Sector,
Long-term storage of C in waste disposal sites,47382.1720453297,,,,,Summary1.As3,HUNGARY,2019,Sector,
International bunkers,308.74178162345703,0.0021256617735,0.008502647094,,,Summary1.As3,HUNGARY,2020,Sector,
CO2 emissions from biomass,10821.506404468906,,,,,Summary1.As3,HUNGARY,2020,Sector,
Long-term storage of C in waste disposal sites,47978.45466882756,,,,,Summary1.As3,HUNGARY,2020,Sector,
International bunkers,374.7494598747421,0.00257365135625,0.01029460542499,,,Summary1.As3,HUNGARY,2021,Sector,
CO2 emissions from biomass,11495.747998317334,,,,,Summary1.As3,HUNGARY,2021,Sector,
Long-term storage of C in waste disposal sites,48582.57385689157,,,,,Summary1.As3,HUNGARY,2021,Sector,
