GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Country,Year,Level
1. Energy,519972.88229007047,1007.5436041293833,11.63732605258719,,,,GBR,1997,Sector
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685513,446.9412735815819,0.0558155329415,GBR,1997,Sector
