GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),60.64117320844012,,,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
                                           Sectoral approach(2),60.48710354333958,0.00461792889345,0.00667181774737,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
1.  Energy industries,17.76467381169797,4.664320801e-05,0.00280566457459,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6.30549654373406,0.00036952380413,0.00252446115086,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
3.  Transport,18.47416919298066,0.00391259660482,0.00107683509206,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
4.  Other sectors,17.94276399492689,0.00028916527649,0.00026485692986,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
B. Fugitive emissions from fuels,0.00035597031,0.0211075653554,,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.00035597031,0.0211075653554,,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,0.04000187833392,7.16186701e-06,1.50471027e-06,,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,5.63628839312667,,Summary1.As1,MONACCO,2020,Subsector,1. Energy
