GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),97.2240165731072,,,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
                                           Sectoral approach(2),98.57510748353708,0.01347742539134,0.00650443182276,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
1.  Energy industries,16.31481608288987,4.198438346e-05,0.0032771136003,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3.68442280067235,0.00015977583411,0.00098923462393,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
3.  Transport,39.2480243493584,0.01277886456976,0.00183310886209,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
4.  Other sectors,39.32784425061646,0.00049680060401,0.00040497473644,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
B. Fugitive emissions from fuels,0.004327292,0.062873343,,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.004327292,0.062873343,,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,0.04485533044799,1.591735587e-05,2.08609198e-06,,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,0.03767685094829,,Summary1.As1,MONACCO,1991,Subsector,1. Energy
