GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),102.68153671031916,,,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
                                           Sectoral approach(2),104.07535494265879,0.01484750819267,0.00771710778604,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
1.  Energy industries,21.51970270345749,5.619266536e-05,0.00432158979001,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3.53218923348706,0.00015719398114,0.0009866727061,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
3.  Transport,43.30963302521593,0.01418167688705,0.00204625892972,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
4.  Other sectors,35.71382998049831,0.00045244465912,0.00036258636021,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
B. Fugitive emissions from fuels,0.001352862,0.0332663061,,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.001352862,0.0332663061,,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,0.05153862178176,1.80945367e-05,2.40931952e-06,,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,0.3731735725067,,Summary1.As1,MONACCO,1994,Subsector,1. Energy
