GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),77.43276074820504,,,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
                                           Sectoral approach(2),77.5974677516698,0.0065274212886,0.00624434181267,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
1.  Energy industries,19.54257147808372,6.550951105e-05,0.00385231833458,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,2.15467332068715,7.901901311e-05,0.00042882007669,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
3.  Transport,30.21978074556768,0.00603151558291,0.00165748832207,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
4.  Other sectors,25.68044220733125,0.00035137718153,0.00030571507933,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
B. Fugitive emissions from fuels,0.00038954751,0.0234112244353,,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.00038954751,0.0234112244353,,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,0.04457448100959,9.32901769e-06,2.15127121e-06,,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,6.1542047331265,,Summary1.As1,MONACCO,2012,Subsector,1. Energy
