GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),72.71058314009397,,,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
                                           Sectoral approach(2),72.69786443681171,0.00551199677399,0.00700177727191,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
1.  Energy industries,21.14265075617058,6.974669001e-05,0.00383104789097,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4.74152561856588,0.00023385513667,0.00149233869348,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
3.  Transport,24.1820850610505,0.00489161695449,0.00139097681451,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
4.  Other sectors,22.63160300102475,0.00031677799282,0.00028741387295,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
B. Fugitive emissions from fuels,0.0003519,0.0221259661,,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.0003519,0.0221259661,,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,0.0458344774632,8.48067252e-06,1.91824994e-06,,,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,6.2009739024228,0.009894015,,Summary1.As1,MONACCO,2017,Subsector,1. Energy
