GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),98527.67773236676,,,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
                                           Sectoral approach(2),103427.71166347429,14.94912016681945,2.24174630763309,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
1.  Energy industries,26555.194996032118,1.141441477912,0.65884372268397,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,21308.449234752712,1.25155645119341,0.39631774221006,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
3.  Transport,24244.597735638166,3.68538168040091,0.8304110202792,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
4.  Other sectors,31090.893207275447,8.85820848598995,0.34847384690357,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
5.  Other,228.57648977584728,0.01253207132318,0.00769997555629,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
B. Fugitive emissions from fuels,110.13408374148077,28.26565950708837,,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
1.  Solid fuels,0.1405,2.7825,,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,109.99358374148078,25.48315950708837,,,,,Summary1.As1,BELGIUM,1999,Subsector,1. Energy
