GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,49143.234282701356,72.91223468064214,1.09227001129956,,,,Summary1.As1,BULGARIA,2011,Sector
2.  Industrial processes and product use,3922.1115444312913,0.00018912,0.8459896,473.86240052836206,0.0557467965,0.00074416385083,Summary1.As1,BULGARIA,2011,Sector
