GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,44011.99950433368,60.56856331203127,1.06796301558599,,,Summary1.As1,BULGARIA,2005,Sector
2.  Industrial processes and product use,6489.546851011821,1.4048892388,3.0362167919035,166.32320369274694,0.00035811364767,Summary1.As1,BULGARIA,2005,Sector
