GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,HFCs(1) (kt CO2 equivalent),PFCs(1)
CO2 emissions from biomass,5381.460406538393,,,,Summary1.As3,BULGARIA,2015,Sector,,
Indirect N2O,,,3.3066803852704,,Summary1.As3,BULGARIA,2015,Sector,,
Indirect CO2,72.36495597675764,,,,Summary1.As3,BULGARIA,2015,Sector,,
International bunkers,878.8784157,0.027117739,0.024278354,,Summary1.As3,BULGARIA,2016,Sector,,
CO2 emissions from biomass,5697.272900399317,,,,Summary1.As3,BULGARIA,2016,Sector,,
Indirect N2O,,,3.54418116023999,,Summary1.As3,BULGARIA,2016,Sector,,
Indirect CO2,73.57316557961943,,,,Summary1.As3,BULGARIA,2016,Sector,,
International bunkers,962.595706196,0.02832602942,0.02659613112,,Summary1.As3,BULGARIA,2017,Sector,,
CO2 emissions from biomass,5776.442288582245,,,,Summary1.As3,BULGARIA,2017,Sector,,
Indirect N2O,,,3.52056858573361,,Summary1.As3,BULGARIA,2017,Sector,,
Indirect CO2,73.31716548498625,,,,Summary1.As3,BULGARIA,2017,Sector,,
International bunkers,1023.3970431791998,0.029310343384,0.028284273824,,Summary1.As3,BULGARIA,2018,Sector,,
CO2 emissions from biomass,7554.938055266301,,,,Summary1.As3,BULGARIA,2018,Sector,,
Indirect N2O,,,3.44007397636407,,Summary1.As3,BULGARIA,2018,Sector,,
Indirect CO2,68.19786244740989,,,,Summary1.As3,BULGARIA,2018,Sector,,
International bunkers,947.1416831124,0.026895419908,0.026203786568,,Summary1.As3,BULGARIA,2019,Sector,,
CO2 emissions from biomass,8269.874677306187,,,,Summary1.As3,BULGARIA,2019,Sector,,
Indirect N2O,,,3.45710116212584,,Summary1.As3,BULGARIA,2019,Sector,,
Indirect CO2,68.13998521015984,,,,Summary1.As3,BULGARIA,2019,Sector,,
International bunkers,673.2736480743,0.027383357421,0.018519781686,,Summary1.As3,BULGARIA,2020,Sector,,
CO2 emissions from biomass,8373.21277906919,,,,Summary1.As3,BULGARIA,2020,Sector,,
Indirect N2O,,,3.39186633136325,,Summary1.As3,BULGARIA,2020,Sector,,
Indirect CO2,60.28438444271784,,,,Summary1.As3,BULGARIA,2020,Sector,,
International bunkers,755.0851450094999,0.028092098125,0.02076792263,,Summary1.As3,BULGARIA,2021,Sector,,
CO2 emissions from biomass,9219.346297711112,,,,Summary1.As3,BULGARIA,2021,Sector,,
Indirect N2O,,,3.26491715,,Summary1.As3,BULGARIA,2021,Sector,,
Indirect CO2,68.07344140252368,,,,Summary1.As3,BULGARIA,2021,Sector,,
