GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
G. Harvested wood products ,-961.024888991458,,,,Summary1.As2,BULGARIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,102.59043762350764,,,Summary1.As2,BULGARIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),54.8262519425641,0.00020595710415,0.01450550920128,,Summary1.As2,BULGARIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,29.40670777665218,0.48221655625,,Summary1.As2,BULGARIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,73.20316264163061,,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
B.  Manure management,,12.82406821167817,1.2797692563645,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.63496603565879,,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.62216917722181,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.63204668446662,0.01465272972416,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
G. Liming,23.269222416,,,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
H. Urea application,17.12186666666667,,,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
A. Forest land (4),-10452.66961358696,0.3449306124,0.10587868914664,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
B. Cropland (4),-550.9516217011934,,0.02610379254377,,Summary1.As2,BULGARIA,2006,Subsector,3.  Agriculture,,
D. Wetlands (4),180.2325032047051,,0.06421147807201,,Summary1.As2,BULGARIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),500.20576780220784,,0.16244916894398,,Summary1.As2,BULGARIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-901.761149753634,,,,Summary1.As2,BULGARIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,102.08750630385008,,,Summary1.As2,BULGARIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),51.57133068717949,0.00019475270923,0.01357493924359,,Summary1.As2,BULGARIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,29.13206713783438,0.4911593251455,,Summary1.As2,BULGARIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,69.28437804236331,,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
B.  Manure management,,12.84400339965578,1.24898456459806,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
C.  Rice cultivation,,2.37148428175428,,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.42850392461611,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.36718425834508,0.00748243672121,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
G. Liming,22.901084118,,,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
H. Urea application,15.75273333333333,,,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
A. Forest land (4),-10463.966937269584,4.042023876,0.30225513862363,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
B. Cropland (4),-637.360342750985,,0.0242392359335,,Summary1.As2,BULGARIA,2007,Subsector,3.  Agriculture,,
D. Wetlands (4),187.8098278786412,,0.06711321474725,,Summary1.As2,BULGARIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),578.2577909094991,,0.17411243401039,,Summary1.As2,BULGARIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1702.2537854252882,,,,Summary1.As2,BULGARIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,102.46858929769726,,,Summary1.As2,BULGARIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),34.22198038769231,0.00013014293446,0.00894652445385,,Summary1.As2,BULGARIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,28.78697246966466,0.46663655133084,,Summary1.As2,BULGARIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,67.31169328012946,,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
B.  Manure management,,12.62381826344025,1.1738527438909,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
C.  Rice cultivation,,2.80564998984638,,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,8.43413258306546,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.7761117381172,0.01633928145471,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
G. Liming,22.95198147,,,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
H. Urea application,20.30306666666667,,,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
A. Forest land (4),-10445.909906195757,0.506162646,0.10831763275335,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
B. Cropland (4),-363.7362749441949,,0.03451772042762,,Summary1.As2,BULGARIA,2008,Subsector,3.  Agriculture,,
D. Wetlands (4),201.29040882895544,,0.07237845757589,,Summary1.As2,BULGARIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),773.1838417656218,,0.19111972816257,,Summary1.As2,BULGARIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-892.7092806228214,,,,Summary1.As2,BULGARIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,103.95119160975084,,,Summary1.As2,BULGARIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),42.3934412,0.00015818994,0.0112882495,,Summary1.As2,BULGARIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,25.95739476073933,0.48785078838111,,Summary1.As2,BULGARIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,63.61268955234558,,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
B.  Manure management,,12.1811253354743,1.10429485992417,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
C.  Rice cultivation,,2.99416551842636,,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,8.26099984435169,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.71118314077041,0.01575227104507,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
G. Liming,22.940549544,,,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
H. Urea application,24.8534,,,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
A. Forest land (4),-10460.752056507035,0.211320648,0.0930041011707,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
B. Cropland (4),-362.4930854026164,,0.03846559356745,,Summary1.As2,BULGARIA,2009,Subsector,3.  Agriculture,,
D. Wetlands (4),215.081358744542,,0.07768521099829,,Summary1.As2,BULGARIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),565.7548514732737,,0.19755499266884,,Summary1.As2,BULGARIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-847.0695329391408,,,,Summary1.As2,BULGARIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,105.46495046957538,,,Summary1.As2,BULGARIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),33.27843200000001,0.00012465465,0.00882878875,,Summary1.As2,BULGARIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,21.89202505474482,0.4880792476868,,Summary1.As2,BULGARIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,62.66285023642362,,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
B.  Manure management,,12.39459519953978,1.05610680514216,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
C.  Rice cultivation,,4.31471085210806,,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,9.88500765653554,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.80967866350741,0.01987911096797,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
G. Liming,23.18968541999999,,,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
H. Urea application,18.05393333333333,,,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
A. Forest land (4),-10408.17096097619,0.60762159018,0.11609185444809,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
B. Cropland (4),50.70074740617778,,0.07469552252823,,Summary1.As2,BULGARIA,2010,Subsector,3.  Agriculture,,
D. Wetlands (4),228.6043968075897,,0.08298445092278,,Summary1.As2,BULGARIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),714.491946542387,,0.21587525910986,,Summary1.As2,BULGARIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-957.1780172542428,,,,Summary1.As2,BULGARIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,105.77671577092131,,,Summary1.As2,BULGARIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),13.45438028,5.2522938e-05,0.00342523195,,Summary1.As2,BULGARIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,22.4216599861813,0.4845232839216,,Summary1.As2,BULGARIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,62.62138410456185,,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
B.  Manure management,,12.36541029241784,1.02399030054094,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
C.  Rice cultivation,,4.2477775725167,,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,8.73338165409357,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.81423803254481,0.01824552027279,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
G. Liming,23.418471384,,,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
H. Urea application,26.28266666666667,,,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
A. Forest land (4),-6789.913482382011,0.666709758,0.11892335161605,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
B. Cropland (4),110.99504454978523,,0.10649871965437,,Summary1.As2,BULGARIA,2011,Subsector,3.  Agriculture,,
D. Wetlands (4),242.1705255981184,,0.08828427262537,,Summary1.As2,BULGARIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),636.5457467559655,,0.22301300353573,,Summary1.As2,BULGARIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1294.9278895433358,,,,Summary1.As2,BULGARIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,106.50407767849882,,,Summary1.As2,BULGARIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.334744,0.02008464,,Summary1.As2,BULGARIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),9.70747976,3.8784252e-05,0.0024110581,,Summary1.As2,BULGARIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,21.49781737106894,0.47487833997912,,Summary1.As2,BULGARIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,61.19560096499894,,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
B.  Manure management,,11.978710252726,1.00509780273443,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
C.  Rice cultivation,,3.55650593523001,,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,9.39152467527022,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.77967075904794,0.01700448168981,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
G. Liming,23.777581014,,,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
H. Urea application,31.32213333333333,,,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
A. Forest land (4),-6747.733304218613,1.214032842,0.14874818358123,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
B. Cropland (4),393.32626823779697,,0.15413249087997,,Summary1.As2,BULGARIA,2012,Subsector,3.  Agriculture,,
D. Wetlands (4),255.68529804361745,,0.09357713163055,,Summary1.As2,BULGARIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),645.5207261206417,,0.22381768907494,,Summary1.As2,BULGARIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1271.176014859212,,,,Summary1.As2,BULGARIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,104.60681650921074,,,Summary1.As2,BULGARIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.368,0.02208,,Summary1.As2,BULGARIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),20.08859072,7.6844622e-05,0.00522117505,,Summary1.As2,BULGARIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,20.48154155237822,0.4761489138384,,Summary1.As2,BULGARIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,62.36557003513708,,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
B.  Manure management,,12.55391652478407,0.99907344091823,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
C.  Rice cultivation,,3.67952915902146,,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.83150223381275,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,1.0146703786748,0.02332208759333,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
G. Liming,24.52581701929376,,,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
H. Urea application,37.20860000000001,,,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
A. Forest land (4),-6703.292402805591,0.308727164196,0.09858761083613,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
B. Cropland (4),1218.5649167816605,,0.25412295280055,,Summary1.As2,BULGARIA,2013,Subsector,3.  Agriculture,,
D. Wetlands (4),272.07400808726106,,0.09927879188879,,Summary1.As2,BULGARIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),697.3845727095759,,0.22192183814964,,Summary1.As2,BULGARIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1189.386067145363,,,,Summary1.As2,BULGARIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,102.45771941513554,,,Summary1.As2,BULGARIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.425968,0.02555808,,Summary1.As2,BULGARIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),38.90177038,0.000143958936,0.0104400698,,Summary1.As2,BULGARIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,24.49174219364513,0.47791340675034,,Summary1.As2,BULGARIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,62.79902626799564,,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
B.  Manure management,,12.98996752747901,0.99043177637043,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
C.  Rice cultivation,,3.97817118690758,,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,12.31803781421008,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,1.06578481730181,0.02522390599608,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
G. Liming,24.4422300543108,,,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
H. Urea application,30.86013333333333,,,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
A. Forest land (4),-6673.210464633484,0.086015358,0.0857442607337,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
B. Cropland (4),108.33943819670542,,0.25412295280055,,Summary1.As2,BULGARIA,2014,Subsector,3.  Agriculture,,
D. Wetlands (4),261.88777012601724,,0.10052175554146,,Summary1.As2,BULGARIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),595.528336892772,,0.2179258300665,,Summary1.As2,BULGARIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1258.2169643047894,,,,Summary1.As2,BULGARIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,98.66095652448072,,,Summary1.As2,BULGARIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.238511136,0.0140707536,,Summary1.As2,BULGARIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),11.26379133,4.3043382e-05,0.00293051925,,Summary1.As2,BULGARIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,25.29681578923853,0.49465120793682,,Summary1.As2,BULGARIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,61.41966244603179,,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
B.  Manure management,,12.9908271800932,1.01119890441001,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
C.  Rice cultivation,,4.47062432577407,,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,12.54430380080541,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.99049868931177,0.02435930278757,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
G. Liming,24.6034647511101,,,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
H. Urea application,31.2686,,,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
A. Forest land (4),-6541.578284964125,0.510862176,0.10918323662853,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
B. Cropland (4),393.9171572189807,,0.27645182871571,,Summary1.As2,BULGARIA,2015,Subsector,3.  Agriculture,,
D. Wetlands (4),251.40319430267215,,0.09641672867652,,Summary1.As2,BULGARIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),760.2538523900532,,0.22129955246964,,Summary1.As2,BULGARIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1530.6546237858554,,,,Summary1.As2,BULGARIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,97.11530160193136,,,Summary1.As2,BULGARIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.249873016,0.07464,,Summary1.As2,BULGARIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),10.10177905,3.8835576e-05,0.0026124062,,Summary1.As2,BULGARIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,22.96714802465295,0.46915238004184,,Summary1.As2,BULGARIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,60.87464732678189,,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
B.  Manure management,,13.03952993367957,0.9942875484996,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
C.  Rice cultivation,,4.31860148407571,,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,13.76751415146959,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,1.02761381346079,0.0242130999598,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
G. Liming,24.57317048577384,,,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
H. Urea application,35.93333333333334,,,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
A. Forest land (4),-8449.903755468746,0.590028318,0.11329420074021,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
B. Cropland (4),144.99947182815782,,0.27645182871571,,Summary1.As2,BULGARIA,2016,Subsector,3.  Agriculture,,
D. Wetlands (4),240.88359754167416,,0.09228308972371,,Summary1.As2,BULGARIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),702.3853733365673,,0.21963146925821,,Summary1.As2,BULGARIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1136.7462068642665,,,,Summary1.As2,BULGARIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,94.6036012414881,,,Summary1.As2,BULGARIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.059248,0.06312,,Summary1.As2,BULGARIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),12.2722105,4.662843e-05,0.00321110225,,Summary1.As2,BULGARIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,23.27641107160624,0.48542172117824,,Summary1.As2,BULGARIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,60.49576298307897,,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
B.  Manure management,,12.96326828341711,0.97119533776692,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
C.  Rice cultivation,,3.75878277317701,,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,13.77658938908955,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,1.09043236658536,0.02538007569682,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
G. Liming,24.576329092389,,,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
H. Urea application,33.42348182065646,,,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
A. Forest land (4),-8415.534552190604,0.4252041684,0.10381570830842,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
B. Cropland (4),251.7164465401661,,0.27757084730917,,Summary1.As2,BULGARIA,2017,Subsector,3.  Agriculture,,
D. Wetlands (4),230.971263580618,,0.08850334889245,,Summary1.As2,BULGARIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),697.8638115605348,,0.21477927158081,,Summary1.As2,BULGARIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1356.2947769926438,,,,Summary1.As2,BULGARIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,90.80270860580742,,,Summary1.As2,BULGARIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.958846528,0.05712,,Summary1.As2,BULGARIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),14.71641292,5.5720626e-05,0.00386384735,,Summary1.As2,BULGARIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,18.69983290595231,0.48397404754798,,Summary1.As2,BULGARIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,59.14242996011658,,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
B.  Manure management,,12.69283337841179,0.98400223018231,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
C.  Rice cultivation,,3.96412168258001,,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,13.37902270496371,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,1.10875743451704,0.02641868346445,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
G. Liming,24.54001991583754,,,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
H. Urea application,33.73882969746462,,,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
A. Forest land (4),-8391.278437287643,0.135225486,0.08705500602481,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
B. Cropland (4),217.12346913858943,,0.27757084730917,,Summary1.As2,BULGARIA,2018,Subsector,3.  Agriculture,,
D. Wetlands (4),221.11885730474333,,0.08474763245645,,Summary1.As2,BULGARIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),586.9915352511073,,0.20940081184032,,Summary1.As2,BULGARIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1232.723986016565,,,,Summary1.As2,BULGARIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,87.88172398350554,,,Summary1.As2,BULGARIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.38478558,0.02292924072,,Summary1.As2,BULGARIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),6.76743331,2.6362032e-05,0.0017266976,,Summary1.As2,BULGARIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,17.93092850153595,0.46986200778803,,Summary1.As2,BULGARIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,57.39314314376664,,,Summary1.As2,BULGARIA,2019,Subsector,3.  Agriculture,,
B.  Manure management,,12.13638698069762,0.97165909662589,,Summary1.As2,BULGARIA,2019,Subsector,3.  Agriculture,,
C.  Rice cultivation,,4.25880102975835,,,Summary1.As2,BULGARIA,2019,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,13.51984939731382,,Summary1.As2,BULGARIA,2019,Subsector,3.  Agriculture,,
