GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
E. Settlements (4),442.9080693743554,,0.15672477785753,,Summary1.As2,BULGARIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-438.2605534085219,,,,Summary1.As2,BULGARIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,74.4411172271136,,,Summary1.As2,BULGARIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),20.1785615025641,7.615610115e-05,0.00531463417628,,Summary1.As2,BULGARIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,93.19721604026743,0.6274061981055,,Summary1.As2,BULGARIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,166.37669544207313,,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
B.  Manure management,,37.15899534113171,2.46919502082595,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.63010274569924,,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.10297706544693,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.86268048906095,0.02064402223108,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
G. Liming,27.96815988702298,,,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
H. Urea application,16.02304704843901,,,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
A. Forest land (4),-15116.99214849923,0.48791358,0.58839674364808,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
B. Cropland (4),-780.5594493493697,,0.02796834915404,,Summary1.As2,BULGARIA,1992,Subsector,3.  Agriculture,,
D. Wetlands (4),91.85030524455964,,0.03551671117709,,Summary1.As2,BULGARIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),460.990085506577,,0.15562827617148,,Summary1.As2,BULGARIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,314.3737093084473,,,,Summary1.As2,BULGARIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,73.78015496383027,,,Summary1.As2,BULGARIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),18.8568137774359,7.134418485e-05,0.00495453487372,,Summary1.As2,BULGARIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,92.1240805028449,0.5893543415485,,Summary1.As2,BULGARIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,137.9382162805895,,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
B.  Manure management,,28.6528608434227,2.07058716773255,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.12360010250518,,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.10477158270662,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.66609426775143,0.01382945140125,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
G. Liming,27.47697425892593,,,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
H. Urea application,18.99908566372521,,,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
A. Forest land (4),-15256.779507577216,1.69034184,0.60803560877006,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
B. Cropland (4),-752.7598436953177,,0.02610379254377,,Summary1.As2,BULGARIA,1993,Subsector,3.  Agriculture,,
D. Wetlands (4),85.726951561589,,0.03314893043196,,Summary1.As2,BULGARIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),419.80352162171647,,0.15488215467712,,Summary1.As2,BULGARIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,406.0621259303908,,,,Summary1.As2,BULGARIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,74.66114146300036,,,Summary1.As2,BULGARIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),20.34100354564102,7.673866054e-05,0.00535948883782,,Summary1.As2,BULGARIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,83.21671023866624,0.5950834167564,,Summary1.As2,BULGARIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,109.0891820771336,,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
B.  Manure management,,21.80593886780409,1.70011168604789,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
C.  Rice cultivation,,0.2979215404847,,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.06114541544864,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.6965628441865,0.01422241270744,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
G. Liming,27.04123447603714,,,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
H. Urea application,23.33935738291118,,,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
A. Forest land (4),-15389.593128913595,1.684386,0.56093587953754,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
B. Cropland (4),-682.5618432526215,,0.0242392359335,,Summary1.As2,BULGARIA,1994,Subsector,3.  Agriculture,,
D. Wetlands (4),79.60359787861833,,0.03078114968681,,Summary1.As2,BULGARIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),424.58676674760426,,0.1541095027414,,Summary1.As2,BULGARIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,376.58813352680806,,,,Summary1.As2,BULGARIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,82.54402040963177,,,Summary1.As2,BULGARIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),20.6764460974359,7.797576885e-05,0.00544979807372,,Summary1.As2,BULGARIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,47.49975502368377,0.5772435805862,,Summary1.As2,BULGARIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,93.18700076986588,,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
B.  Manure management,,17.53957687838343,1.50175561419548,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
C.  Rice cultivation,,0.49713630697568,,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,8.34458664782073,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.7419896107607,0.01700103679297,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
G. Liming,26.6987366556874,,,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
H. Urea application,14.88249073218495,,,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
A. Forest land (4),-15524.811549012256,0.05108994,0.42383866429763,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
B. Cropland (4),-618.5019811488585,,0.02237467932323,,Summary1.As2,BULGARIA,1995,Subsector,3.  Agriculture,,
D. Wetlands (4),102.12526730900149,,0.03375969181272,,Summary1.As2,BULGARIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),406.7525606881238,,0.15350202306581,,Summary1.As2,BULGARIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,344.0031822174875,,,,Summary1.As2,BULGARIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,88.35772609524626,,,Summary1.As2,BULGARIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),20.90645553333333,7.9019015e-05,0.00549849179167,,Summary1.As2,BULGARIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,63.98046879236949,0.5860338916608,,Summary1.As2,BULGARIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,88.90876494598812,,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
B.  Manure management,,15.99835302269702,1.48712041104909,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
C.  Rice cultivation,,0.93879508404248,,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.82893617737265,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.41891092926193,0.01062228772124,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
G. Liming,26.35948982185593,,,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
H. Urea application,17.44874244375658,,,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
A. Forest land (4),-14733.12637942286,0.200079,0.38538061083,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
B. Cropland (4),-623.0541289188798,,0.02051012271296,,Summary1.As2,BULGARIA,1996,Subsector,3.  Agriculture,,
D. Wetlands (4),109.8530278238328,,0.03676804107518,,Summary1.As2,BULGARIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),405.3525753286555,,0.15291427778011,,Summary1.As2,BULGARIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,234.2599393186929,,,,Summary1.As2,BULGARIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,92.30896238894633,,,Summary1.As2,BULGARIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),20.59626485230769,7.795407854e-05,0.00540961732115,,Summary1.As2,BULGARIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,65.95106539956707,0.55718762006952,,Summary1.As2,BULGARIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,86.45700897077413,,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
B.  Manure management,,13.91822149192287,1.41205300945736,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.36676460048242,,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,8.36205416278539,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.66577387776771,0.0140863788532,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
G. Liming,26.04444793398103,,,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
H. Urea application,17.51537446062074,,,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
A. Forest land (4),-14894.443130381576,0.07230762,0.33172162668702,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
B. Cropland (4),-624.863936163562,,0.01864556610269,,Summary1.As2,BULGARIA,1997,Subsector,3.  Agriculture,,
D. Wetlands (4),114.96424744609448,,0.03942177420446,,Summary1.As2,BULGARIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),422.4992031678386,,0.15527208480746,,Summary1.As2,BULGARIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,160.83464543527444,,,,Summary1.As2,BULGARIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,94.8154100073276,,,Summary1.As2,BULGARIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),20.76970441333333,7.8611621e-05,0.00545509684167,,Summary1.As2,BULGARIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,62.68510289825935,0.548009636944,,Summary1.As2,BULGARIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,84.98603907771349,,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
B.  Manure management,,11.97178106010832,1.31350394913584,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.17655592650911,,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,6.97058886562898,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.58992646803505,0.01278324495265,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
G. Liming,26.0062301739375,,,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
H. Urea application,11.20072715207716,,,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
A. Forest land (4),-15054.731650880753,0.64834902,0.3169775748865,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
B. Cropland (4),-685.3475978380101,,0.01678100949242,,Summary1.As2,BULGARIA,1998,Subsector,3.  Agriculture,,
D. Wetlands (4),121.77094897543893,,0.04205423356082,,Summary1.As2,BULGARIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),430.5280387876833,,0.15760023861808,,Summary1.As2,BULGARIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,234.32710606865112,,,,Summary1.As2,BULGARIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,95.81344590784066,,,Summary1.As2,BULGARIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),34.88397505210257,0.00012992628445,0.00930511903705,,Summary1.As2,BULGARIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,52.17652474688176,0.59361929434566,,Summary1.As2,BULGARIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,87.54610862501234,,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
B.  Manure management,,11.63972863064008,1.36250540453983,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
C.  Rice cultivation,,0.51046532390184,,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.89079506949327,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.57437360233899,0.01368603466052,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
G. Liming,26.21774560319031,,,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
H. Urea application,16.11449374744568,,,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
A. Forest land (4),-15188.734372830697,0.77156046,0.28416356137913,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
B. Cropland (4),-262.31817828207954,,0.03915568881565,,Summary1.As2,BULGARIA,1999,Subsector,3.  Agriculture,,
D. Wetlands (4),128.56008255113795,,0.04466823317614,,Summary1.As2,BULGARIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),457.586350666529,,0.15975244972875,,Summary1.As2,BULGARIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,1.55012346500163,,,,Summary1.As2,BULGARIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,96.8123394065864,,,Summary1.As2,BULGARIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),28.32566775979487,0.0001060950529,0.0075153254409,,Summary1.As2,BULGARIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,47.35723339901716,0.58432497134352,,Summary1.As2,BULGARIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,84.55303312534463,,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
B.  Manure management,,10.09819785167197,1.2889476569407,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.28643025522475,,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.38350685241851,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.4884429328382,0.01050474154127,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
G. Liming,25.77732649799999,,,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
H. Urea application,16.64973265532518,,,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
A. Forest land (4),-15277.387285525809,5.389607124,0.50758061137866,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
B. Cropland (4),-741.9830877792937,,0.03729113220538,,Summary1.As2,BULGARIA,2000,Subsector,3.  Agriculture,,
D. Wetlands (4),135.95455435008313,,0.04735561490279,,Summary1.As2,BULGARIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),460.2163475823122,,0.16197629963659,,Summary1.As2,BULGARIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-268.4824573606172,,,,Summary1.As2,BULGARIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,98.22971179739812,,,Summary1.As2,BULGARIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),62.5800023403077,0.00023070983414,0.01685378195115,,Summary1.As2,BULGARIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,43.86374083061825,0.56075731407476,,Summary1.As2,BULGARIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,73.96592303486506,,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
B.  Manure management,,9.17664936664231,1.15137472511192,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.40386970165524,,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.8055545803867,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.63341527771575,0.0115741919522,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
G. Liming,25.38407493599999,,,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
H. Urea application,19.2959427871338,,,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
A. Forest land (4),-12371.859009283246,1.8773026371,0.2847210167463,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
B. Cropland (4),-690.685600794363,,0.03542657559512,,Summary1.As2,BULGARIA,2001,Subsector,3.  Agriculture,,
D. Wetlands (4),143.33162751358714,,0.05009543573474,,Summary1.As2,BULGARIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),403.68784301448864,,0.15736229274058,,Summary1.As2,BULGARIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-334.3096251670013,,,,Summary1.As2,BULGARIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,99.32629273180363,,,Summary1.As2,BULGARIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),39.70501748287179,0.0001475667783,0.01061252315243,,Summary1.As2,BULGARIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,34.19284266796997,0.53436120120405,,Summary1.As2,BULGARIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,76.21873594809004,,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
B.  Manure management,,10.25032747127552,1.22497475595758,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.50073923277536,,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.92870312511286,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.7402905154337,0.01489592422242,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
G. Liming,24.92654933999999,,,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
H. Urea application,17.85404891875097,,,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
A. Forest land (4),-12395.492069159434,0.60609978,0.1891677275517,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
B. Cropland (4),-661.6027988352602,,0.03356201898485,,Summary1.As2,BULGARIA,2002,Subsector,3.  Agriculture,,
D. Wetlands (4),150.83306267095332,,0.05289243620439,,Summary1.As2,BULGARIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),425.61033391529634,,0.15394446971039,,Summary1.As2,BULGARIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-461.2120374366194,,,,Summary1.As2,BULGARIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,100.2640784308544,,,Summary1.As2,BULGARIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),38.75199364779487,0.0001441873885,0.0103467615709,,Summary1.As2,BULGARIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,28.60360824937375,0.51567221493755,,Summary1.As2,BULGARIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,79.31852088090262,,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
B.  Manure management,,11.69182476197751,1.35301759070636,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
C.  Rice cultivation,,2.02932481482276,,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.05833644435948,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.46055415635105,0.0116402773696,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
G. Liming,24.750207966,,,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
H. Urea application,16.19043127011328,,,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
A. Forest land (4),-12428.089073446488,0.4751220177,0.15944961717085,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
B. Cropland (4),-560.4559145202686,,0.03169746237458,,Summary1.As2,BULGARIA,2003,Subsector,3.  Agriculture,,
D. Wetlands (4),158.0211440516541,,0.05568710922791,,Summary1.As2,BULGARIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),408.3801843800254,,0.15079495569746,,Summary1.As2,BULGARIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-427.322564178772,,,,Summary1.As2,BULGARIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,101.21932817850616,,,Summary1.As2,BULGARIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),43.79348258830769,0.00016349367674,0.01165564730615,,Summary1.As2,BULGARIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,40.80373448202068,0.4917571441915,,Summary1.As2,BULGARIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,77.79659711614364,,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
B.  Manure management,,12.19862811396806,1.35725820989434,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
C.  Rice cultivation,,2.04204141745772,,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,8.60607510063052,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.79610389114571,0.01750447222741,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
G. Liming,24.432616164,,,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
H. Urea application,18.95083489289254,,,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
A. Forest land (4),-12444.802757299773,0.106079094,0.1191467057223,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
B. Cropland (4),-609.625421766097,,0.02983290576431,,Summary1.As2,BULGARIA,2004,Subsector,3.  Agriculture,,
D. Wetlands (4),165.40315156679085,,0.05850797622901,,Summary1.As2,BULGARIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),399.6419457388671,,0.14714568566763,,Summary1.As2,BULGARIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-853.9084034106747,,,,Summary1.As2,BULGARIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,101.82888013445894,,,Summary1.As2,BULGARIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),69.6570647113846,0.00025823553212,0.0186623627677,,Summary1.As2,BULGARIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,40.65842510134286,0.49900603632429,,Summary1.As2,BULGARIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,74.78582481216672,,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
B.  Manure management,,12.25835498696988,1.29642520514373,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
C.  Rice cultivation,,1.62131279940199,,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.89814795193537,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.64335179144444,0.01425221859169,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
G. Liming,23.476526568,,,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
H. Urea application,18.32449393436946,,,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
A. Forest land (4),-12481.918225068488,0.134583372,0.10560021817169,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
B. Cropland (4),-742.4503439800212,,0.02796834915404,,Summary1.As2,BULGARIA,2005,Subsector,3.  Agriculture,,
D. Wetlands (4),172.7707355306296,,0.06134637837654,,Summary1.As2,BULGARIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),486.8057017197007,,0.15445592325765,,Summary1.As2,BULGARIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
