GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),37037.09688929642,,,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
                                           Sectoral approach(2),36428.898194663314,7.37589725955163,1.19301641130754,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
1.  Energy industries,11666.792128210966,0.36550873810263,0.47105366512287,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4482.459790598864,0.32798386203913,0.04572787198531,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
3.  Transport,11887.659705582844,0.44658279423213,0.4280326300163,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
4.  Other sectors,8391.98657027064,6.23582186517774,0.24820224418306,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
B. Fugitive emissions from fuels,4.76034092716931,3.60507777082791,8.5e-12,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
1.  Solid fuels,,0.7345813,,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,4.76034092716931,2.87049647082791,8.5e-12,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
A.  Mineral industry,2039.8562560230894,,,,,,Summary1.As1,IRELAND,2017,Subsector,1. Energy
