GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),30945.46541150677,,,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
                                           Sectoral approach(2),31013.430977556174,20.15415929896061,0.87103498487475,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
1.  Energy industries,11604.430865667693,0.26513826696418,0.24549277585977,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4130.967512628017,0.27278753728182,0.0428942839465,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
3.  Transport,5207.468234662089,1.99648504011876,0.22546298979252,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
4.  Other sectors,10070.564364598375,17.61974845459585,0.35718493527596,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
B. Fugitive emissions from fuels,0.00615873524599,3.8582303214262,,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
1.  Solid fuels,,1.7973755,,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.00615873524599,2.0608548214262,,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
A.  Mineral industry,992.3893966173152,,,,,,Summary1.As1,IRELAND,1991,Subsector,1. Energy
