GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,43312.38012293779,0.27511467491446,1.54487406621608
Aviation,32350.88591797154,0.10907413691233,1.02712099607958
Navigation,10961.494204966253,0.16604053800213,0.5177530701365
CO2 emissions from biomass,23096.080316655516,,
Indirect N2O,,,5.73078403591512
