GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,30721.38087812836,0.34074436731885,1.12430490638659
Aviation,21120.680756067486,0.19628636380555,0.67056944342113
Navigation,9600.700122060873,0.1444580035133,0.45373546296546
CO2 emissions from biomass,6700.156139249894,,
Indirect N2O,,,11.60930386204646
