GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,23257.478752865845,0.16420483937528,0.86293937519516
Aviation,14690.165456621065,0.04303258133054,0.46640381384128
Navigation,8567.31329624478,0.12117225804474,0.39653556135388
CO2 emissions from biomass,45835.06387965875,,
Indirect N2O,,,3.57238155380372
