GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,45004.78588703769,0.28120982564177,1.58076646973889
Aviation,35272.39318448941,0.13068851737783,1.1198770851105
Navigation,9732.39270254828,0.15052130826394,0.46088938462839
CO2 emissions from biomass,12402.289759960933,,
Indirect N2O,,,8.52750901994058
