GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,43749.721790554104,0.26395358613134,1.54415963291395
Aviation,33097.58849976974,0.11313572823327,1.05082833157305
Navigation,10652.133290784359,0.15081785789807,0.4933313013409
CO2 emissions from biomass,32802.70507845259,,
Indirect N2O,,,5.14929618766411
