GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,46669.34461014467,0.27487112026936,1.63880266325768
Aviation,35880.20049526242,0.12148858401943,1.13917456178198
Navigation,10789.144114882245,0.15338253624993,0.4996281014757
CO2 emissions from biomass,36763.093821656876,,
Indirect N2O,,,4.5458863782807
