GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,32971.798096308245,0.3558655119454,1.21074948758567
Aviation,22464.503235199852,0.19370255563298,0.71323482385385
Navigation,10507.294861108394,0.16216295631242,0.49751466373182
CO2 emissions from biomass,6068.312248021365,,
Indirect N2O,,,10.83624314591378
