GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,43027.914831699454,0.27243968792178,1.53686948183199
Aviation,32068.78714163389,0.10080127893357,1.01816454139175
Navigation,10959.127690065565,0.17163840898821,0.51870494044024
CO2 emissions from biomass,19473.20089026617,,
Indirect N2O,,,6.03518116346084
