GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,36080.40112783905,0.31296479363626,1.28336968459127
Aviation,27169.06630397242,0.17978596458321,0.86260238947455
Navigation,8911.334823866635,0.13317882905305,0.42076729511672
CO2 emissions from biomass,7002.272736831183,,
Indirect N2O,,,10.15625329408348
