GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,46162.14013218081,0.25230949819825,1.6066971426437
Aviation,36414.10099330176,0.11587436504076,1.1561255694802
Navigation,9748.03913887905,0.13643513315749,0.4505715731635
CO2 emissions from biomass,44278.48108820619,,
Indirect N2O,,,4.06331205532941
