GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,36536.46407333555,0.2470682323789,1.28119309135372
Aviation,28658.800540219887,0.13297885935108,0.90990067391262
Navigation,7877.663533115663,0.11408937302782,0.3712924174411
CO2 emissions from biomass,7751.9299500008565,,
Indirect N2O,,,9.26561194269755
