GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,37985.43023138007,0.26244370192817,1.34031660810677
Aviation,29196.766091916157,0.13859476277494,0.92697983805428
Navigation,8788.664139463914,0.12384893915323,0.41333677005249
CO2 emissions from biomass,7129.692558756659,,
Indirect N2O,,,9.70468885470936
