GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,46705.08182281064,0.26789927772158,1.63444920162656
Aviation,36263.65853102045,0.11988314779492,1.15134910551068
Navigation,10441.42329179019,0.14801612992666,0.48310009611588
CO2 emissions from biomass,41915.107874953734,,
Indirect N2O,,,4.32533904559932
