GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,36957.92151194623,0.24474405567237,1.29144387426899
Aviation,29356.908744152483,0.12952587137864,0.93206422299907
Navigation,7601.012767793751,0.11521818429373,0.35937965126992
CO2 emissions from biomass,8822.205912300842,,
Indirect N2O,,,9.13702605766059
