GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,40906.76217643202,0.25487320334994,1.43401084644828
Aviation,32178.535702289388,0.12352389452858,1.02164909326828
Navigation,8728.226474142635,0.13134930882136,0.41236175318
CO2 emissions from biomass,10134.709972730972,,
Indirect N2O,,,8.89015316121796
