GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,38126.52255046724,0.2793972481131,1.33602532483633
Aviation,29979.372591805204,0.15996473168579,0.95182732671245
Navigation,8147.149958662041,0.11943251642731,0.38419799812388
CO2 emissions from biomass,6828.396666275431,,
Indirect N2O,,,9.89858371849779
