GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,44967.75830281183,0.2845445219001,1.58232469498615
Aviation,35100.91251476929,0.12806164715481,1.11443269614469
Navigation,9866.845788042545,0.15648287474529,0.46789199884146
CO2 emissions from biomass,12330.524054473577,,
Indirect N2O,,,8.17744751222447
