GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,44595.873599667335,0.27684759646612,1.57978036116152
Aviation,33321.775911816825,0.11718160994329,1.0579461931067
Navigation,11274.097687850508,0.15966598652283,0.52183416805482
CO2 emissions from biomass,34586.0643222313,,
Indirect N2O,,,4.70202933580059
