GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,26912.982598157305,0.31851586314054,0.98003655368696
Aviation,18756.296415638935,0.20020821829115,0.59550216539743
Navigation,8156.686182518368,0.11830764484939,0.38453438828953
CO2 emissions from biomass,6159.935520770158,,
Indirect N2O,,,12.45109861865818
