GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,28631.208922624322,0.32419253377595,1.04339519678708
Aviation,19961.3691412053,0.19425673065508,0.63376241107061
Navigation,8669.839781419023,0.12993580312087,0.40963278571647
CO2 emissions from biomass,6551.695598299095,,
Indirect N2O,,,12.02337989026401
