GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O
International bunkers,47693.09202489898,0.33846118748586,1.72464026935461
Aviation,34328.363952392014,0.12060069613467,1.08990477569979
Navigation,13364.728072506961,0.21786049135119,0.63473549365482
CO2 emissions from biomass,14567.137581675242,,
Indirect N2O,,,7.37117577607997
