GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,951.5068264405795,1190.1607940229394,25.68679885339836,,Summary1.As2,NEW ZEALAND,2020,Sector
"4.  Land use, land-use change and forestry  (4)",-23598.10435373894,3.48762159845176,0.90226534317893,,Summary1.As2,NEW ZEALAND,2020,Sector
5.  Waste,89.80100754472744,120.36941508926662,0.56192642035617,,Summary1.As2,NEW ZEALAND,2020,Sector
6.  Other   (please specify)(6),2.41826074117614,0.05908617377711,0.00016806730533,0.23346908339192,Summary1.As2,NEW ZEALAND,2020,Sector
