GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,965.7707452678817,1151.9270062049131,22.68902584919701,,Summary1.As2,NEW ZEALAND,2009,Sector
"4.  Land use, land-use change and forestry  (4)",-28689.589616085563,3.88360058884622,1.21968620307838,,Summary1.As2,NEW ZEALAND,2009,Sector
5.  Waste,107.65541703951047,147.7033747974916,0.4307579318816,,Summary1.As2,NEW ZEALAND,2009,Sector
6.  Other   (please specify)(6),2.50816259470565,0.07317336086612,0.00013272101361,0.13264538351084,Summary1.As2,NEW ZEALAND,2009,Sector
