GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,2745.517306170397,0.08860547826148,0.07950458009222,Summary1.As3,NEW ZEALAND,1999,Sector
CO2 emissions from biomass,4731.487122318593,,,Summary1.As3,NEW ZEALAND,1999,Sector
Long-term storage of C in waste disposal sites,3911.6364061418085,,,Summary1.As3,NEW ZEALAND,1999,Sector
Indirect N2O,,,0.15802192131586,Summary1.As3,NEW ZEALAND,1999,Sector
