GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,929.8237152925742,1226.1039695290401,23.31153429996093,,Summary1.As2,NEW ZEALAND,2006,Sector
"4.  Land use, land-use change and forestry  (4)",-23758.237992685667,4.38610171022133,1.32243167966775,,Summary1.As2,NEW ZEALAND,2006,Sector
5.  Waste,118.53457204767929,157.45234046095584,0.42525336285226,,Summary1.As2,NEW ZEALAND,2006,Sector
6.  Other   (please specify)(6),2.45953681932584,0.07582854201511,0.00012079085602,0.08166856828084,Summary1.As2,NEW ZEALAND,2006,Sector
