GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,22991.921354420723,45.36144650349907,0.74004185915548,,,Summary1.As1,NEW ZEALAND,1991,Sector
2.  Industrial processes and product use,2659.486092647595,1.886,0.32658777735298,903.789872,0.000915,Summary1.As1,NEW ZEALAND,1991,Sector
