GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,1006.9082663458823,1211.0338677549985,23.933608910577,,Summary1.As2,NEW ZEALAND,2004,Sector
"4.  Land use, land-use change and forestry  (4)",-27503.1391211632,2.95382478040485,1.32685053819842,,Summary1.As2,NEW ZEALAND,2004,Sector
5.  Waste,124.25345445825114,165.6701390650059,0.42314978954288,,Summary1.As2,NEW ZEALAND,2004,Sector
6.  Other   (please specify)(6),1.9711830495206,0.07820041796128,0.00013500618441,0.07182055456132,Summary1.As2,NEW ZEALAND,2004,Sector
