GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,961.195290716486,1155.5867209328571,23.18447360878386,,Summary1.As2,NEW ZEALAND,2010,Sector
"4.  Land use, land-use change and forestry  (4)",-29673.546976880913,3.65017035015865,1.19825778578138,,Summary1.As2,NEW ZEALAND,2010,Sector
5.  Waste,108.66413046429581,145.34231831320955,0.43929145265372,,Summary1.As2,NEW ZEALAND,2010,Sector
6.  Other   (please specify)(6),2.52437118649892,0.07241108482534,0.00013310987987,0.14986283060994,Summary1.As2,NEW ZEALAND,2010,Sector
