GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,901.746083976234,1207.9769629672958,22.60401826151194,,Summary1.As2,NEW ZEALAND,2001,Sector
"4.  Land use, land-use change and forestry  (4)",-27837.74732012105,2.91838821850684,1.37101566497943,,Summary1.As2,NEW ZEALAND,2001,Sector
5.  Waste,138.52262765645278,167.52262116314046,0.43819152273591,,Summary1.As2,NEW ZEALAND,2001,Sector
6.  Other   (please specify)(6),1.46872713279673,0.08127957925172,0.0001616529889,0.04044048961483,Summary1.As2,NEW ZEALAND,2001,Sector
