GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,1016.5436528551014,1190.92698970176,25.28954150647853,,Summary1.As2,NEW ZEALAND,2018,Sector
"4.  Land use, land-use change and forestry  (4)",-24407.147257703655,2.90611288863072,0.83123791401627,,Summary1.As2,NEW ZEALAND,2018,Sector
5.  Waste,92.42192900930017,124.1601273416515,0.53648210813233,,Summary1.As2,NEW ZEALAND,2018,Sector
6.  Other   (please specify)(6),1.88575838924412,0.05891268555007,0.00015133056394,0.23388897321801,Summary1.As2,NEW ZEALAND,2018,Sector
