GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,2640.4087212009244,0.11881414246395,0.08537163682815,Summary1.As3,NEW ZEALAND,1994,Sector
CO2 emissions from biomass,4325.02588828354,,,Summary1.As3,NEW ZEALAND,1994,Sector
Long-term storage of C in waste disposal sites,3104.3758249335483,,,Summary1.As3,NEW ZEALAND,1994,Sector
Indirect N2O,,,0.14884330630758,Summary1.As3,NEW ZEALAND,1994,Sector
