GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level
3.  Agriculture,743.1827700552133,1164.5176946674353,20.53183964445,,Summary1.As2,NEW ZEALAND,1999,Sector
"4.  Land use, land-use change and forestry  (4)",-26309.8699103786,3.1547221214843,1.35640476817652,,Summary1.As2,NEW ZEALAND,1999,Sector
5.  Waste,156.71928225991587,164.99016422491633,0.42888489369988,,Summary1.As2,NEW ZEALAND,1999,Sector
6.  Other   (please specify)(6),1.43765041413042,0.07504292157216,0.00018273869233,0.02941974429288,Summary1.As2,NEW ZEALAND,1999,Sector
