GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
1.  Energy industries,62506.08947481749,0.89530324621342,0.90851418395085,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,19874.659856823397,1.82671327652867,0.26291491417802,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
3.  Transport,13275.485938354284,2.78577781505648,0.50271736141868,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
4.  Other sectors,15471.35975855245,29.44730637424968,0.31468124020522,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
5.  Other,234.47682,0.02843706267412,0.0060935246918,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
B. Fugitive emissions from fuels,333.9719887787825,257.0655784773682,0.00016261363636,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
1.  Solid fuels,322.979,222.60232223362937,,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,10.99298877878249,34.46325624373886,0.00016261363636,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,1. Energy,,
B.  Chemical industry,1536.029467,1.6791604596,2.9076756,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,7243.817760298753,0.47461305384615,,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,96.08806533333336,,,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,0.00032604,Summary1.As1,CZECH REPUBLIC,2002,Subsector,2.  Industrial processes and product use,,11.6489475
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,2.  Industrial processes and product use,1098.2843840807334,3.51789806296554
G.  Other product manufacture and use ,,,0.692,0.0049930909058,Summary1.As1,CZECH REPUBLIC,2002,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.39927301053854,,,,Summary1.As1,CZECH REPUBLIC,2002,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),113251.11883074808,,,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
                                           Sectoral approach(2),114009.92269918756,35.46815565568261,2.06613823251867,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
1.  Energy industries,62149.15567723158,1.02864928476945,0.91996598121914,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,19822.31741188141,1.68576439424455,0.24349404047366,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
3.  Transport,15137.209190796451,2.86737678179056,0.56515048332604,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
4.  Other sectors,16663.46372087812,29.85702046638248,0.33183894515812,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
5.  Other,237.77669839999996,0.02934472849557,0.00568878234171,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
B. Fugitive emissions from fuels,322.74439590594886,252.51091741822256,0.00019423094318,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
1.  Solid fuels,309.65043,220.4312447647996,,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,13.0939659059489,32.07967265342296,0.00019423094318,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,1. Energy,,
B.  Chemical industry,1731.297166,1.6344046196,2.9709377,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,7881.554518666986,0.47003032384615,,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,102.572536,,,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,0.000133,Summary1.As1,CZECH REPUBLIC,2003,Subsector,2.  Industrial processes and product use,,1.669074
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,2.  Industrial processes and product use,1211.4790807742834,6.69308797037288
G.  Other product manufacture and use ,,,0.692,0.00621322113962,Summary1.As1,CZECH REPUBLIC,2003,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.41882545325825,,,,Summary1.As1,CZECH REPUBLIC,2003,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),107476.81297716258,,,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
                                           Sectoral approach(2),113984.02679844284,35.37823178222181,2.08986339053308,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
1.  Energy industries,62262.54382685934,1.11486497759027,0.93141199629892,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,19453.413274876297,1.71672237247983,0.24756980138375,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
3.  Transport,15848.713091011674,2.74093152183597,0.57119591750696,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
4.  Other sectors,16153.912849795515,29.77430369440879,0.33382692709738,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
5.  Other,265.44375590000004,0.03140921590695,0.00585874824607,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
B. Fugitive emissions from fuels,314.4839356638221,241.84785577174608,0.00018714681818,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
1.  Solid fuels,301.87164,211.95119460104576,,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,12.61229566382205,29.8966611707003,0.00018714681818,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,1. Energy,,
B.  Chemical industry,1941.463752,2.0757681442,3.3998218,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,8227.415852616894,0.51283451384615,,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,117.30996933333331,,,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,9.88e-06,Summary1.As1,CZECH REPUBLIC,2004,Subsector,2.  Industrial processes and product use,,3.7554165
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,2.  Industrial processes and product use,1327.4808458167804,8.65284947867743
G.  Other product manufacture and use ,,,0.692,0.00528024476469,Summary1.As1,CZECH REPUBLIC,2004,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.41925996841558,,,,Summary1.As1,CZECH REPUBLIC,2004,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),111705.54846034582,,,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
                                           Sectoral approach(2),112736.5737518018,33.3356817753753,2.07286734755713,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
1.  Energy industries,62870.75994107233,0.91177102126884,0.91308430906582,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,18715.290744412705,1.94313175237741,0.27631530287095,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
3.  Transport,17134.590073318323,2.77267200987573,0.57774513132422,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
4.  Other sectors,13750.832810098464,27.6768458928479,0.30033007697015,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
5.  Other,265.1001829,0.03126109900542,0.00539252732599,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
B. Fugitive emissions from fuels,313.76826494381373,261.11606603148994,0.00019142795455,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
1.  Solid fuels,300.848115,225.81103850674552,,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,12.92014994381374,35.30502752474442,0.00019142795455,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,1. Energy,,
B.  Chemical industry,1787.967631,2.0596916628,3.248299,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,7067.002814710292,0.46952706923077,,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,120.84695333333332,,,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4.94e-05,Summary1.As1,CZECH REPUBLIC,2005,Subsector,2.  Industrial processes and product use,,5.007222
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,2.  Industrial processes and product use,1346.9328355306434,9.36847330923785
G.  Other product manufacture and use ,,,0.692,0.00485599860769,Summary1.As1,CZECH REPUBLIC,2005,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.355541,,,,Summary1.As1,CZECH REPUBLIC,2005,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),113269.99297622067,,,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
                                           Sectoral approach(2),112548.00985704556,34.32165039336843,2.084394062792,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
1.  Energy industries,62320.71111794888,0.92477453960432,0.90909527107278,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,18412.67112349064,1.97368702617908,0.27967149416922,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
3.  Transport,17439.65361233059,2.4338502280714,0.57476173675279,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
4.  Other sectors,14123.408998375458,28.95934208693423,0.3162090432251,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
5.  Other,251.56500490000005,0.0299965125794,0.00465651757211,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
B. Fugitive emissions from fuels,335.79206239257144,269.59156057530805,0.00016255168831,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
1.  Solid fuels,324.7986,234.1140951684969,,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,10.9934623925714,35.47746540681116,0.00016255168831,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,1. Energy,,
B.  Chemical industry,1705.771366,1.9907057588,2.9203567,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,8001.759339339739,0.53667456153846,,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,146.1919048255524,,,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,3.458e-05,Summary1.As1,CZECH REPUBLIC,2006,Subsector,2.  Industrial processes and product use,,19.1818965
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,2.  Industrial processes and product use,1586.2887142603354,9.83921987376461
G.  Other product manufacture and use ,,,0.692,0.00457577451526,Summary1.As1,CZECH REPUBLIC,2006,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.412968,,,,Summary1.As1,CZECH REPUBLIC,2006,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),114939.3332159923,,,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
                                           Sectoral approach(2),113891.83157714306,33.62769252791014,2.15641789984616,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
1.  Energy industries,65948.99249781274,1.00740491771459,0.97410415420153,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,16537.31505230066,1.83636776306348,0.25892344363558,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
3.  Transport,18384.176650649493,2.31141304093659,0.60610168826871,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
4.  Other sectors,12685.46015158018,28.43604692778329,0.31104538171662,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
5.  Other,335.88722480000007,0.03645987841219,0.00624323202372,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
B. Fugitive emissions from fuels,303.329440305066,251.7108408325318,0.00015123129545,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
1.  Solid fuels,293.09207000000004,216.3627724200729,,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,10.23737030506591,35.3480684124589,0.00015123129545,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,1. Energy,,
B.  Chemical industry,1537.290673,1.8299071304,2.441206,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,8296.296120652542,0.47688559,,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,158.86478559792369,,,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,1.976e-05,Summary1.As1,CZECH REPUBLIC,2007,Subsector,2.  Industrial processes and product use,0.56544,16.7798139
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,2.  Industrial processes and product use,1943.282658256113,10.42086848942388
G.  Other product manufacture and use ,,,0.692,0.00409376851187,Summary1.As1,CZECH REPUBLIC,2007,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.52290063861316,,,,Summary1.As1,CZECH REPUBLIC,2007,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),108618.8829610541,,,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
                                           Sectoral approach(2),108794.62962546328,33.64811045192584,2.09514919562714,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
1.  Energy industries,61235.8345790438,1.03212101057489,0.91180077397301,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,15954.970323259757,1.79224297276474,0.2526412362495,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
3.  Transport,18255.03929965034,2.11079223467346,0.60313162699784,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
4.  Other sectors,12983.41897090938,28.67683556220912,0.3209961400043,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
5.  Other,365.3664526,0.03611867170363,0.00657941840249,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
B. Fugitive emissions from fuels,298.0411013504399,247.78398928121703,0.0001485,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
1.  Solid fuels,287.99719,215.32520534571287,,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,10.04391135043987,32.45878393550417,0.0001485,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,1. Energy,,
B.  Chemical industry,1951.1163484218016,1.9985141458,2.2342972,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,7739.311461341096,0.40270013230769,,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,123.77600538508725,,,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,3.952e-05,Summary1.As1,CZECH REPUBLIC,2008,Subsector,2.  Industrial processes and product use,,25.3714695
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,2.  Industrial processes and product use,2202.653928372828,11.67703608396
G.  Other product manufacture and use ,,,0.75,0.00384939433162,Summary1.As1,CZECH REPUBLIC,2008,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.490187,,,,Summary1.As1,CZECH REPUBLIC,2008,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),101147.32989556257,,,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
                                           Sectoral approach(2),103490.30771371815,35.59194721998514,1.97838673438578,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
1.  Energy industries,57178.08227977944,1.05554677942146,0.86408801822081,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,15660.06139574274,1.83266012229121,0.25932596350995,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
3.  Transport,17610.338286688762,1.97855362348317,0.51005645401939,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
4.  Other sectors,12688.541862307213,30.69394661896982,0.33838554692942,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
5.  Other,353.28388920000015,0.03124007581948,0.00653075170621,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
B. Fugitive emissions from fuels,259.4492716744505,218.82277024487215,0.00013622727273,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
1.  Solid fuels,250.21774500000004,184.60134637264383,,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,9.23152667445046,34.2214238722283,0.00013622727273,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,1. Energy,,
B.  Chemical industry,1814.261538919312,1.8524646014,1.7413139,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,5955.088703251992,0.34156249461538,,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,111.4971513463848,,,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,2.964e-05,Summary1.As1,CZECH REPUBLIC,2009,Subsector,2.  Industrial processes and product use,,31.5592584
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,2.  Industrial processes and product use,2221.142603646397,10.58197940486986
G.  Other product manufacture and use ,,,0.75,0.0038762193828,Summary1.As1,CZECH REPUBLIC,2009,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.252518,,,,Summary1.As1,CZECH REPUBLIC,2009,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),105968.9493137182,,,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
                                           Sectoral approach(2),105193.42209109338,37.91079022412724,1.99045759784073,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
1.  Energy industries,61892.6121275102,1.19334545265119,0.94198166428197,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,12021.163886765858,1.41290721373856,0.19534322085876,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
3.  Transport,16615.887127500933,1.80419304827817,0.48524778892315,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
4.  Other sectors,14344.392465016384,33.47458408904694,0.36178662784165,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
5.  Other,319.3664843,0.02576042041238,0.0060982959352,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
B. Fugitive emissions from fuels,270.3039073595801,220.1998827477391,0.00010902857143,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
1.  Solid fuels,262.882868,184.76067199441508,,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,7.42103935958011,35.43921075332401,0.00010902857143,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,1. Energy,,
B.  Chemical industry,1921.183145329801,1.9689198366,1.337779,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6598.95407352884,0.40234827076923,,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,123.72500838200196,,,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,6.916e-05,Summary1.As1,CZECH REPUBLIC,2010,Subsector,2.  Industrial processes and product use,,36.517535925
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,2.  Industrial processes and product use,2438.096704047511,7.82192385005174
G.  Other product manufacture and use ,,,0.75,0.00356074567589,Summary1.As1,CZECH REPUBLIC,2010,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.264662,,,,Summary1.As1,CZECH REPUBLIC,2010,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),101638.98291290062,,,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
                                           Sectoral approach(2),102742.36963039987,38.03549421143012,2.00909972638214,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
1.  Energy industries,61609.99395184818,1.2388516939477,0.93716424029872,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,11052.802140712392,1.41068812901979,0.19404089111002,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
3.  Transport,16444.01948030666,1.61280736292696,0.50052655514718,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
4.  Other sectors,13260.442482232644,33.74514328345125,0.36925038382307,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
5.  Other,375.1115753000001,0.02800374208442,0.00811765600315,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
B. Fugitive emissions from fuels,266.3929394585033,218.64522556236253,0.00010221428571,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
1.  Solid fuels,259.436116,185.50839853071707,,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,6.9568234585033,33.13682703164545,0.00010221428571,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,1. Energy,,
B.  Chemical industry,1766.524230406019,1.80597514,1.5046453,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6550.203737743022,0.44735201384615,,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,133.92574609755067,,,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,9.88e-05,Summary1.As1,CZECH REPUBLIC,2011,Subsector,2.  Industrial processes and product use,1.178,2.215715115
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,2.  Industrial processes and product use,2647.36513198376,5.85948409326891
G.  Other product manufacture and use ,,,0.75,0.00378898192774,Summary1.As1,CZECH REPUBLIC,2011,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.483977,,,,Summary1.As1,CZECH REPUBLIC,2011,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),96566.72977540689,,,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
                                           Sectoral approach(2),99157.24507289629,39.01227951538564,1.99423333410367,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
1.  Energy industries,58748.70994076159,1.26292336441142,0.90233872528293,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,10709.1715337142,1.39078415631301,0.1908359635955,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
3.  Transport,16159.073313672829,1.42315628740536,0.50798005528211,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
4.  Other sectors,13233.79552514766,34.91366817110996,0.3860192803451,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
5.  Other,306.4947596000001,0.02174753614589,0.00705930959803,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
B. Fugitive emissions from fuels,270.7805503753469,209.555092809312,9.663896104e-05,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
1.  Solid fuels,264.220752,182.60373982242945,,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,6.55979837534688,26.95135298688255,9.663896104e-05,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,1. Energy,,
B.  Chemical industry,1855.413771766754,1.9676812984,1.5273892,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6384.661045464809,0.48555483692308,,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,116.07692124736884,,,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,7.904e-05,Summary1.As1,CZECH REPUBLIC,2012,Subsector,2.  Industrial processes and product use,,1.29219228
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,2.  Industrial processes and product use,2751.781601493517,4.87521278518957
G.  Other product manufacture and use ,,,0.75,0.00397522679425,Summary1.As1,CZECH REPUBLIC,2012,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.541833,,,,Summary1.As1,CZECH REPUBLIC,2012,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),95854.54367671593,,,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
                                           Sectoral approach(2),94724.68495257253,40.22213176650291,1.97366257600808,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
1.  Energy industries,54941.65289672094,1.2235373169111,0.84589447780385,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,10164.886714371867,1.4597143770629,0.19841068715314,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
3.  Transport,16031.303980389232,1.29949640757008,0.51869511355024,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
4.  Other sectors,13286.510557990494,36.21954271996283,0.4030162809876,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
5.  Other,300.3308031,0.019840944996,0.00764601651325,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
B. Fugitive emissions from fuels,204.79408728986635,175.172393022135,9.540225e-05,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
1.  Solid fuels,198.324296,150.0549614375187,,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,6.46979128986635,25.11743158461628,9.540225e-05,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,1. Energy,,
